time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/clip_fraction,train/explained_variance,train/learning_rate,train/approx_kl,rollout/ep_len_mean,train/n_updates,train/value_loss,train/entropy_loss,train/clip_range,train/loss,train/policy_gradient_loss,train/std,rollout/ep_rew_mean,eval/mean_ep_length,eval/mean_reward,curriculum/shake_force
276,36,266,73728,0.0298828125,-0.42557573318481445,9.283200000000001e-05,0.0007315768,987.8219178082192,350,0.00123624220941565,-1.0146184340119362,0.09283200000000001,-0.002790838247165084,-0.0015343064384069293,0.6667826771736145,985.4773059178083,,,
280,37,270,75776,0.029296875,0.4008059501647949,9.26272e-05,0.00067694345,987.9864864864865,360,0.0018335924956772941,-1.012075087428093,0.0926272,-0.0034357011318206787,-0.001988537699799053,0.6643683910369873,985.6518990270272,,,
283,38,274,77824,0.04326171875,0.03217357397079468,9.24224e-05,0.0010704305,988.4545454545455,370,0.0022930228209588678,-1.009049452841282,0.09242240000000002,-0.0008895507780835032,-0.0012211637091240845,0.6634118556976318,986.1382030649353,,,
287,39,277,79872,0.047021484375,-0.5009150505065918,9.22176e-05,0.00103367,988.6025641025641,380,0.004326016517006792,-1.0073365151882172,0.09221760000000001,-0.001881530275568366,-0.0016666774317855015,0.6616117358207703,986.3004166025643,,,
,,,80000,0.041650390625,0.7237736582756042,9.201280000000001e-05,0.0009663859,,390,0.0012851899256929756,-1.004795777797699,0.0920128,-0.0018441781867295504,-0.0018819930584868417,0.6601510643959045,,1000.0,998.117336,
254,40,322,81920,,,,,989.0246913580247,,,,,,,,986.735215271605,,,0.09765625
257,41,326,83968,0.040185546875,-0.11144649982452393,9.1808e-05,0.0009212219,989.1585365853658,400,0.0009001230399007909,-1.000897227227688,0.091808,-0.005154720973223448,-0.002669981669168919,0.6564800143241882,986.8732421341464,,,
260,42,330,86016,0.020703125,-0.6340045928955078,9.16032e-05,0.0006570091,989.5411764705882,410,0.0010548069018113892,-0.9948521822690963,0.0916032,-0.0019136079354211688,-0.001986567652784288,0.6520340442657471,987.2909424235296,,,
263,43,334,88064,0.025732421875,-1.0805864334106445,9.139840000000001e-05,0.0008766425,984.8181818181819,420,0.0011942281962546986,-0.9880285315215588,0.0913984,-0.0019033843418583274,-0.0020425673021236433,0.6476724147796631,982.5733607954545,,,
266,44,338,90112,0.063720703125,0.7038323879241943,9.119360000000001e-05,0.0016705247,984.9887640449438,430,0.0392432319233194,-0.9846517577767372,0.0911936,0.0074289701879024506,-0.0022175482095917686,0.6479960083961487,982.7439500898876,,,
269,45,342,92160,0.04462890625,0.4843071699142456,9.09888e-05,0.0007515467,985.4782608695652,440,0.0042382962856208906,-0.9846739865839481,0.09098880000000001,-0.002929101698100567,-0.00138436691777315,0.6472274661064148,983.2341082065217,,,
271,46,346,94208,0.024755859375,0.6962053775787354,9.0784e-05,0.0005367769,985.6344086021505,450,0.0009504509493126534,-0.9811711750924588,0.090784,0.00025158972130157053,-0.001459516296745278,0.6434581279754639,983.4026375376344,,,
274,47,350,96256,0.021533203125,-2.6600964069366455,9.057920000000002e-05,0.00070969295,986.0833333333334,460,0.0005247725450317376,-0.9764735653996468,0.09057920000000001,-0.004481367766857147,-0.0013522471446776763,0.6414105892181396,983.8658976145834,,,
277,48,354,98304,0.039111328125,-0.1640770435333252,9.03744e-05,0.0006282328,978.9387755102041,470,0.0064602219732478264,-0.972361759096384,0.09037440000000001,-0.0033136093989014626,-0.0027147692133439707,0.6380083560943604,976.7372578367349,,,
,,,100000,0.076025390625,0.7086107730865479,9.016960000000001e-05,0.0010570572,,480,0.02467523193336092,-0.9686610490083695,0.09016960000000002,0.0001446218229830265,-0.002576259829220362,0.6370625495910645,,881.3,879.5040163,
255,49,392,100352,,,,,979.36,,,,,,,,977.1339651600002,,,0.1220703125
258,50,396,102400,0.024609375,0.19896245002746582,8.996480000000001e-05,0.00068329886,979.36,490,0.008845036863931455,-0.9671366028487682,0.08996480000000001,0.0010689729824662209,-0.0015997996248188428,0.6358757615089417,977.1897433900001,,,
261,51,400,104448,0.01669921875,-0.6033883094787598,8.976e-05,0.0004937156,979.36,500,0.004010438668774441,-0.9653576426208019,0.08976,0.0009012023219838738,-0.0012858444039011373,0.6348338723182678,977.1892164700001,,,
263,52,403,106496,0.015234375,-0.47435450553894043,8.95552e-05,0.00047278145,978.31,510,0.005637314374325797,-0.9623342335224152,0.0895552,2.9047951102256775e-05,-0.0023091185954399406,0.6318110227584839,976.1377501499998,,,
266,53,408,108544,0.04169921875,0.6443305015563965,8.93504e-05,0.0007330002,978.31,520,0.019281408953247592,-0.9598231814801693,0.0893504,0.008014448918402195,-0.0013013325224164873,0.6320375204086304,976.15285043,,,
268,54,412,110592,0.030810546875,-0.9394605159759521,8.91456e-05,0.0008696909,978.31,530,0.0014617016888223589,-0.9587227568030358,0.0891456,0.002705669729039073,-0.002059512014966458,0.6298717856407166,976.28524005,,,
270,55,416,112640,0.013134765625,-1.4123637676239014,8.89408e-05,0.00035675825,978.31,540,0.003954462516412604,-0.9561192043125629,0.0889408,0.0025538045447319746,-0.0008897562074707821,0.6291870474815369,976.2994252599998,,,
272,56,420,114688,0.024853515625,0.19478225708007812,8.873600000000001e-05,0.00071958447,978.31,550,0.0012582990639202762,-0.9541267171502114,0.08873600000000001,0.0012781362747773528,-0.0009902493489789776,0.627083420753479,976.36769352,,,
275,57,424,116736,0.0625,0.7018429636955261,8.85312e-05,0.0010515058,978.31,560,0.001120495928626042,-0.9512747474014759,0.0885312,-0.004384833388030529,-0.002115372348634992,0.6259661912918091,976.3497698399999,,,
277,58,428,118784,0.031005859375,0.5993461608886719,8.832640000000001e-05,0.00060352735,971.15,570,0.0013366925362788607,-0.9489211514592171,0.08832640000000001,0.001611324492841959,-0.001554084476083517,0.6240378618240356,969.20853722,,,
,,,120000,0.033056640625,0.7196470499038696,8.812160000000001e-05,0.0008280895,,580,0.020846026646904648,-0.9473937660455704,0.08812160000000001,0.01989673264324665,-0.001270391141588334,0.6243401765823364,,919.3,917.7685445,
258,59,468,120832,,,,,968.23,,,,,,,,966.3204436400001,,,0.1220703125
260,60,472,122880,0.051025390625,0.47163838148117065,8.79168e-05,0.0008270427,965.74,590,0.03364913249388337,-0.9486296623945236,0.0879168,-0.0009322997648268938,-0.001328810176346451,0.6253082156181335,963.8055448199999,,,
262,61,476,124928,0.040283203125,0.5855171084403992,8.7712e-05,0.0010019769,965.74,600,0.024009746947558596,-0.950473340600729,0.08771200000000001,0.007083130534738302,-0.001156142752734013,0.6266006827354431,963.7870773000001,,,
264,62,480,126976,0.04794921875,0.6217149496078491,8.75072e-05,0.0010106167,965.74,610,0.0014699890518386383,-0.9506700947880745,0.08750720000000001,-0.005063311196863651,-0.0024396443579462355,0.6250869631767273,963.79111875,,,
266,63,484,129024,0.021630859375,-0.24681687355041504,8.730240000000001e-05,0.000719219,965.74,620,0.0005434186758066061,-0.9482096441090107,0.0873024,0.0006223618984222412,-0.0010450982401380316,0.6242231130599976,963.80266223,,,
268,64,488,131072,0.02080078125,-0.3031771183013916,8.70976e-05,0.0004984508,965.74,630,0.008915979295852593,-0.9468945316970349,0.0870976,0.000337961595505476,-0.0015491972211748362,0.6229495406150818,963.81241666,,,
270,65,491,133120,0.01171875,0.4588373899459839,8.689280000000001e-05,0.0005315109,965.45,640,0.005397481026011519,-0.9446124322712421,0.0868928,0.0025340206921100616,-0.0009467444324400276,0.6217074394226074,963.4994688900001,,,
272,66,496,135168,0.021484375,0.6162818074226379,8.668800000000001e-05,0.0006489054,965.45,650,0.01901778733008541,-0.9445720501244068,0.086688,0.006399378180503845,-0.0016385865135816857,0.6231048107147217,963.4994688900001,,,
274,67,499,137216,0.029443359375,0.32741594314575195,8.64832e-05,0.00059841597,965.45,660,0.0015162175288423896,-0.9464861892163754,0.08648320000000001,-0.0033594705164432526,-0.0017489541933173314,0.6236645579338074,963.5090336999998,,,
276,68,503,139264,0.046875,0.15698009729385376,8.62784e-05,0.0007336455,965.45,670,0.001672141149174422,-0.944484630227089,0.0862784,-0.002224795753136277,-0.0018062394316075369,0.6204792857170105,963.5090336999998,,,
,,,140000,0.034765625,0.49843132495880127,8.60736e-05,0.0006763112,,680,0.001496884562948253,-0.941796287149191,0.0860736,-0.003927127458155155,-0.001203314344456885,0.6212447285652161,,966.1,964.0220228000001,
259,69,545,141312,,,,,965.45,,,,,,,,963.5291148999999,,,0.1220703125
260,70,549,143360,0.025830078125,0.5845553278923035,8.58688e-05,0.0006979692,955.92,690,0.004580303534748964,-0.9419411785900593,0.08586880000000001,-0.004401306621730328,-0.001782424419070594,0.619685173034668,953.9672157500002,,,
262,71,553,145408,0.02509765625,0.593354344367981,8.566400000000001e-05,0.00059007935,949.87,700,0.03896103829611093,-0.9403629958629608,0.08566400000000002,0.011997103691101074,-0.0009023392194649205,0.6198518872261047,947.94535608,,,
264,72,557,147456,0.055810546875,0.4690210819244385,8.545920000000001e-05,0.0008238912,942.6,710,0.034786498628091064,-0.9423037946224213,0.08545920000000001,0.023473238572478294,-0.0015432097046868876,0.622109591960907,940.6991897300002,,,
266,73,561,149504,0.032763671875,0.7044158577919006,8.52544e-05,0.00043577678,942.6,720,0.024750304652843624,-0.9447762571275234,0.08525440000000001,0.010083174332976341,-0.0018276577902724966,0.6224893927574158,940.69433201,,,
267,74,565,151552,0.049658203125,0.4555125832557678,8.50496e-05,0.000623244,942.6,730,0.001254508029524004,-0.9442342571914196,0.0850496,-0.0005843888502568007,-0.0022818353230832145,0.6214138269424438,940.6942064000001,,,
269,75,569,153600,0.014697265625,0.05424821376800537,8.48448e-05,0.00036464483,937.65,740,0.004434987620334141,-0.9426105245947838,0.0848448,-0.0004119938239455223,-0.0014401068823644892,0.6207628846168518,935.7416526800001,,,
271,76,573,155648,0.06787109375,0.5814205408096313,8.464e-05,0.00092722214,932.91,750,0.02331152965198271,-0.9425423011183739,0.08464,0.012259179726243019,-0.0026457678875885906,0.6214873790740967,930.99227258,,,
273,77,577,157696,0.02939453125,0.7475588321685791,8.44352e-05,0.00042199247,932.91,760,0.02181987997610122,-0.9459415048360824,0.0844352,0.004809223115444183,-0.0010313329068594613,0.624897301197052,930.9875192100001,,,
274,78,581,159744,0.05869140625,0.7423584461212158,8.42304e-05,0.0010055965,932.91,770,0.003006311624631053,-0.9490747593343258,0.0842304,-0.0046044159680604935,-0.0020885538164293394,0.6250078678131104,930.99489739,,,
,,,160000,0.047412109375,0.6832046508789062,8.402560000000001e-05,0.0009006705,,780,0.002619934927497525,-0.9479406550526619,0.0840256,0.0007380559109151363,-0.0023991219291929155,0.623519241809845,,947.1,945.1690358999998,
259,79,623,161792,,,,,940.77,,,,,,,,938.83048485,,,0.152587890625
261,80,626,163840,0.037548828125,0.7119138240814209,8.382080000000001e-05,0.00071838376,937.67,790,0.0019406022445764392,-0.9445595227181911,0.08382080000000001,-0.005023977719247341,-0.0027613380167167633,0.6207140684127808,935.71558437,,,
262,81,630,165888,0.024560546875,0.5334060788154602,8.361600000000001e-05,0.00050356257,926.89,800,0.08404535460285842,-0.942223922163248,0.08361600000000001,0.04672311618924141,-0.0013681168318726122,0.6213199496269226,924.9182969600001,,,
264,82,634,167936,0.01513671875,0.6482011079788208,8.34112e-05,0.00033795543,922.49,810,0.02636346482322551,-0.9436741009354591,0.0834112,0.011218161322176456,-0.0014202307065716013,0.622107207775116,920.5088015800002,,,
266,83,638,169984,0.080908203125,0.3639986515045166,8.32064e-05,0.0008832148,922.49,820,0.03952087697107345,-0.944745758920908,0.08320640000000001,0.009323117323219776,-0.0022074376567616126,0.6227015256881714,920.5289258200002,,,
267,84,642,172032,0.012841796875,0.4204370975494385,8.30016e-05,0.0003705512,911.25,830,0.0018095710802299436,-0.9451141007244587,0.08300160000000001,0.002110715489834547,-0.0008082459171419032,0.6221442222595215,909.2999015400002,,,
269,85,646,174080,0.01064453125,0.4103884696960449,8.27968e-05,0.00025137188,911.25,840,0.06568867014721036,-0.9437897503376007,0.0827968,0.048330217599868774,-0.0006091519549954683,0.6215165853500366,909.29936424,,,
270,86,650,176128,0.082666015625,0.1709638237953186,8.2592e-05,0.0012826321,911.25,850,0.0011207867581106256,-0.9425212636590004,0.082592,-0.002010648837313056,-0.0033504282153444366,0.6202874183654785,909.31251543,,,
272,87,654,178176,0.023876953125,0.1368657350540161,8.23872e-05,0.0004389929,915.1,860,0.004620323413109873,-0.940347857773304,0.0823872,-0.00020277989096939564,-0.0012858897898695432,0.6188329458236694,913.1429065200001,,,
,,,180000,0.018603515625,0.6466506719589233,8.218240000000001e-05,0.00042672042,,870,0.0031316058346419597,-0.939230778068304,0.0821824,0.0007500189822167158,-0.0009647261060308665,0.6192185878753662,,922.1,920.1939245,
259,88,694,180224,,,,,908.89,,,,,,,,906.92887543,,,0.19073486328125
260,89,698,182272,0.0203125,0.44345682859420776,8.19776e-05,0.00043754838,888.0,880,0.034114600534667264,-0.9384343914687634,0.08197760000000001,0.002512563019990921,-0.0015097079769475386,0.6175062656402588,886.0613173499999,,,
262,90,703,184320,0.018017578125,0.6672887802124023,8.17728e-05,0.00031027076,888.0,890,0.07671094232937321,-0.9367345035076141,0.0817728,0.02940291166305542,-0.001319104132562643,0.6177597045898438,886.06978408,,,
263,91,707,186368,0.02880859375,0.6344859600067139,8.1568e-05,0.00067337055,879.9,900,0.0011293218842183706,-0.9389346942305565,0.081568,-0.00027387001318857074,-0.0015127301070606337,0.6195722818374634,877.97769625,,,
264,92,711,188416,0.040869140625,0.6076327562332153,8.13632e-05,0.0008982546,879.9,910,0.09123943527229131,-0.9404819212853909,0.08136320000000001,0.07359275221824646,-0.0006848993856692686,0.6197220087051392,878.0104774100001,,,
266,93,715,190464,0.050830078125,-0.31146669387817383,8.11584e-05,0.0008787395,865.06,920,0.009938990950467996,-0.939813432097435,0.0811584,0.003939492627978325,-0.003094664606032893,0.6189036965370178,863.2251788499999,,,
267,94,719,192512,0.05439453125,0.4234291911125183,8.095360000000001e-05,0.0008848803,861.22,930,0.06631696075201035,-0.9390078194439411,0.08095360000000001,0.013791041448712349,-0.0012992942589335143,0.6188675761222839,859.38418968,,,
269,95,723,194560,0.071826171875,0.5620109438896179,8.074880000000001e-05,0.00086941995,853.85,940,0.02645338171932963,-0.9408675707876683,0.08074880000000001,0.017312107607722282,-0.0021647941030096263,0.6212356090545654,852.0110539699999,,,
270,96,726,196608,0.0390625,0.6573474407196045,8.054399999999999e-05,0.0010637525,852.62,950,0.029766521602869033,-0.9439204871654511,0.080544,0.01644221320748329,-0.0019035761593841015,0.6224151849746704,850.77270919,,,
271,97,730,198656,0.023828125,0.4198608994483948,8.03392e-05,0.00070996594,847.83,960,0.04213680143584497,-0.9459716282784939,0.0803392,0.05037229508161545,-0.0008639359642984345,0.6241136193275452,845.9606207500002,,,
,,,200000,0.029736328125,0.6672598123550415,8.013440000000002e-05,0.0006260057,,970,0.05553436852060258,-0.9483849726617336,0.08013440000000001,0.039495207369327545,-0.0013503166032023729,0.6249414086341858,,940.2,938.0723031000001,
260,98,771,200704,,,,,845.18,,,,,,,,843.3061487900002,,,0.19073486328125
261,99,775,202752,0.02041015625,0.7191885709762573,7.99296e-05,0.00044597615,848.89,980,0.02329198117076885,-0.9484456054866314,0.0799296,0.006156492978334427,-0.0020613673143088816,0.6244235634803772,847.0230169800001,,,
262,100,779,204800,0.049267578125,0.5208061933517456,7.97248e-05,0.00070034957,841.31,990,0.03278556106961332,-0.9483023062348366,0.0797248,0.011006060987710953,-0.0014577159454347566,0.6249314546585083,839.44675452,,,
264,101,782,206848,0.0767578125,0.5722763538360596,7.952e-05,0.0009814235,840.01,1000,0.07173735520336777,-0.9483558066189289,0.07952000000000001,0.01245754025876522,-0.002291676358436234,0.6245467066764832,838.2076759400002,,,
265,102,786,208896,0.061181640625,0.5080423355102539,7.93152e-05,0.0011709859,840.01,1010,0.03561478443734813,-0.9482294708490372,0.0793152,0.010742169804871082,-0.002214619709411636,0.6248469352722168,838.2166311800001,,,
266,103,790,210944,0.064892578125,0.7099690437316895,7.911040000000001e-05,0.0013594266,832.58,1020,0.01276320411125198,-0.949123153090477,0.07911040000000001,0.005862515885382891,-0.0018923959782114253,0.6253619194030762,830.7654782900001,,,
268,104,794,212992,0.012158203125,0.5668094158172607,7.89056e-05,0.00027899467,829.46,1030,0.10493753487244248,-0.9485964022576809,0.0789056,0.062076669186353683,-0.0006980506819672883,0.6241971850395203,827.6461388900002,,,
269,105,798,215040,0.038623046875,0.530748724937439,7.87008e-05,0.0007683984,829.75,1040,0.035152648499934006,-0.9478165954351425,0.07870080000000002,0.013086767867207527,-0.0024608915380667897,0.6245707869529724,827.96467309,,,
270,106,802,217088,0.0498046875,0.5679010152816772,7.8496e-05,0.00043798867,825.46,1050,0.0036053166317287833,-0.947957856208086,0.07849600000000001,0.00034777610562741756,-0.0017373541923006997,0.624043345451355,823.6703630499999,,,
271,107,805,219136,0.073876953125,0.3450850248336792,7.829120000000001e-05,0.0012901485,823.69,1060,0.043582434504060075,-0.9475546911358833,0.0782912,0.008335902355611324,-0.0013571724120993167,0.6244050860404968,821.8874725100001,,,
,,,220000,0.046240234375,0.5072360038757324,7.80864e-05,0.00095737743,,1070,0.04336800897726789,-0.9459098748862743,0.0780864,0.01583191379904747,-0.0011843491782201454,0.6216033101081848,,825.2,823.4612649999999,
262,108,842,221184,,,,,812.85,,,,,,,,811.0097426100001,,,0.2384185791015625
263,109,846,223232,0.063623046875,0.6707892417907715,7.78816e-05,0.0004912367,808.24,1080,0.06060400682035834,-0.9422893136739731,0.0778816,0.03056100569665432,-0.001971109429723583,0.6204107999801636,806.4020555500001,,,
264,110,850,225280,0.112841796875,0.4008660912513733,7.767680000000001e-05,0.0010804241,819.25,1090,0.043124259245814756,-0.9430326387286186,0.0776768,0.017403263598680496,-0.0015609298628987745,0.6225827932357788,817.4132543599999,,,
266,111,854,227328,0.051904296875,0.5892277956008911,7.7472e-05,0.0007236364,793.63,1100,0.09426376910414547,-0.9464820578694344,0.077472,0.041207797825336456,-0.0024935277295298876,0.6242013573646545,791.7780711100002,,,
267,112,858,229376,0.037255859375,0.5683421492576599,7.72672e-05,0.00078203564,788.93,1110,0.1556972023099661,-0.9468103803694248,0.07726720000000001,0.07107677310705185,-0.0013049881556071341,0.6231425404548645,787.0281738200002,,,
268,113,862,231424,0.037255859375,0.6113380193710327,7.70624e-05,0.00057632924,789.24,1120,0.06452559255994857,-0.946510273218155,0.0770624,0.03537250682711601,-0.0012467686727177351,0.6241095066070557,787.33456744,,,
269,114,866,233472,0.01455078125,0.6357186436653137,7.685760000000001e-05,0.00049730774,791.1,1130,0.024665334488963707,-0.9466876335442066,0.07685760000000001,0.005439505912363529,-9.180616470985114e-05,0.6227644085884094,789.2245477800002,,,
270,115,870,235520,0.035595703125,0.44283103942871094,7.66528e-05,0.0005695373,783.56,1140,0.03523220274364576,-0.9447276771068573,0.07665280000000001,0.010537538677453995,-0.0022097916313214227,0.6219456791877747,781.6752236399999,,,
271,116,873,237568,0.02734375,0.4921445846557617,7.644800000000001e-05,0.00041901716,783.56,1150,0.05122489792993292,-0.9431310705840588,0.07644800000000002,0.006245406344532967,-0.0013024212297750638,0.6207693219184875,781.6900965299999,,,
