time/iterations,time/total_timesteps,time/fps,time/time_elapsed,train/approx_kl,train/clip_fraction,train/n_updates,rollout/ep_len_mean,train/learning_rate,train/clip_range,rollout/ep_rew_mean,train/explained_variance,train/std,train/loss,train/policy_gradient_loss,train/entropy_loss,train/value_loss,eval/mean_reward,eval/mean_ep_length,curriculum/shake_force
17,34816,510,68,0.0011065755,0.07021484375,160,719.468085106383,9.453866666666668e-05,0.09453866666666667,657.4488332978724,0.9009110331535339,0.06246444210410118,-0.00717573519796133,-0.0008086140704108402,1.3546008735895156,0.002975807355505822,,,
18,36864,520,70,0.0010837758,0.029248046875,170,719.468085106383,9.419733333333334e-05,0.09419733333333334,657.4488332978724,0.9605010151863098,0.0624450221657753,0.012342196889221668,-0.00048651678953319787,1.3544723600149156,0.0073069203936029226,,,
19,38912,530,73,0.0011409112,0.076318359375,180,741.4705882352941,9.3856e-05,0.093856,682.2466776470588,0.5946537256240845,0.06248106434941292,0.001724493457004428,-0.0007487456517992541,1.354546195268631,3.534482364102587e-05,,,
,40000,,,0.0019075199,0.0576171875,190,,9.351466666666667e-05,0.09351466666666668,,0.60782790184021,0.06266674399375916,-0.008103275671601295,-0.0009185043454635888,1.3527622073888779,6.806659025642148e-05,289.5076486,408.1,
20,40960,471,86,,,,741.4705882352941,,,682.2466776470588,,,,,,,,,0.3125
21,43008,482,89,0.0014466861,0.065234375,200,760.2727272727273,9.317333333333333e-05,0.09317333333333333,705.0051328181818,0.5905587673187256,0.0624009408056736,0.0010838076705113053,-0.0010621106455801054,1.3528521001338958,0.00011146679908051738,,,
22,45056,490,91,0.001054114,0.02822265625,210,764.5535714285714,9.283200000000001e-05,0.09283200000000001,710.2023314107144,0.9805495738983154,0.06223655119538307,0.006927706301212311,0.0003928150239516981,1.3566041737794876,0.0019892379190423527,,,
23,47104,497,94,0.0011713544,0.028369140625,220,756.4426229508197,9.249066666666667e-05,0.09249066666666667,697.8314013934428,0.9150665402412415,0.0622318796813488,0.00016885063087102026,-0.001010014524217695,1.3579563289880752,0.000490119094865804,,,
24,49152,501,98,0.00082439487,0.045751953125,230,741.640625,9.214933333333334e-05,0.09214933333333333,681.7174798593751,0.9851300120353699,0.06229173019528389,-0.0035175886005163193,0.0006886048766318708,1.3575352519750594,0.004373116714123171,,,
25,51200,507,100,0.0016575262,0.046533203125,240,749.469696969697,9.1808e-05,0.091808,691.2732256969698,0.9762892723083496,0.062356218695640564,-0.0006763417623005807,-0.0002900367122492753,1.3566276282072067,0.0008851840174202152,,,
26,53248,513,103,0.00483259,0.09306640625,250,756.8382352941177,9.146666666666666e-05,0.09146666666666667,700.2533987941177,-1.1401557922363281,0.062064576894044876,-0.0029124077409505844,-0.0007751895696856082,1.3582691967487335,2.063973525991969e-05,,,
27,55296,519,106,0.00068468973,0.05595703125,260,755.6056338028169,9.112533333333334e-05,0.09112533333333334,699.1736923943663,0.23168307542800903,0.06171807646751404,-0.0016928216209635139,-0.0006720133154885843,1.363710853457451,9.490790893096345e-06,,,
28,57344,526,108,0.0010479908,0.029052734375,270,730.2727272727273,9.0784e-05,0.090784,671.6680658181818,0.9927781820297241,0.06172552332282066,0.00268855644389987,-0.0026605445716995748,1.3663035959005356,0.0014348135289765195,,,
29,59392,532,111,0.0013474432,0.04990234375,280,730.2727272727273,9.044266666666668e-05,0.09044266666666667,671.6680658181818,0.9800432920455933,0.06177610903978348,0.0018047811463475227,6.529437814606354e-05,1.365711373090744,0.007766170587274246,,,
,60000,,,0.0011209493,0.049072265625,290,,9.010133333333333e-05,0.09010133333333334,,0.42026275396347046,0.0617729127407074,0.006658262573182583,0.0008131069916998968,1.365374180674553,5.9531669830903414e-05,113.01851429999999,230.5,
30,61440,509,120,,,,731.0240963855422,,,669.8627281566265,,,,,,,,,0.3125
31,63488,513,123,0.001255086,0.059375,300,710.5930232558139,8.976e-05,0.08976,647.3695993255814,0.9913498163223267,0.06169343367218971,0.004085633438080549,-0.0022571025911020115,1.365971651673317,0.006307265482610092,,,
32,65536,519,126,0.0011344781,0.04052734375,310,720.3483146067416,8.941866666666667e-05,0.08941866666666667,659.1306502921348,0.9953992962837219,0.06168824061751366,-2.6909401640295982e-06,-0.0012983678345335648,1.3667426258325577,0.00157363176549552,,,
33,67584,525,128,0.0013550449,0.051220703125,320,717.0989010989011,8.907733333333334e-05,0.08907733333333334,655.9426522087912,0.9868072271347046,0.06158516928553581,0.0007678577676415443,-0.0008807145000901073,1.3672758996486665,0.0040090124370181,,,
34,69632,532,130,0.00033391803,0.017041015625,330,726.1276595744681,8.873600000000001e-05,0.08873600000000001,664.5987292978723,0.9808947443962097,0.061353933066129684,0.0006717349169775844,-0.0011024900275515392,1.3702317953109742,0.0013823436844177194,,,
35,71680,537,133,0.0015158192,0.0947265625,340,729.0105263157894,8.839466666666668e-05,0.08839466666666668,668.0898720105263,0.6067196130752563,0.06132538616657257,-0.002613441087305546,-0.0009874323586700484,1.3726576745510102,4.881931729414646e-05,,,
36,73728,542,135,0.0015034166,0.08828125,350,731.3535353535353,8.805333333333334e-05,0.08805333333333334,671.5143674343435,0.4638841152191162,0.06134679540991783,-0.0013063313672319055,-0.0019267065625172108,1.3723339080810546,1.1825774731732962e-05,,,
37,75776,548,138,0.0013751567,0.0701171875,360,734.04,8.7712e-05,0.08771200000000001,674.76623259,0.997150719165802,0.06131386756896973,-0.0046449387446045876,-0.0027706645923899487,1.372320944070816,0.0005249268808256602,,,
38,77824,553,140,0.0015031928,0.089501953125,370,725.5,8.737066666666667e-05,0.08737066666666667,666.8529686700001,0.3682926297187805,0.061040863394737244,0.001459997147321701,-0.0007615680398885161,1.374960908293724,5.023949736937539e-06,,,
39,79872,558,142,0.0012044087,0.049560546875,380,725.5,8.702933333333334e-05,0.08702933333333335,667.97331284,0.9924124479293823,0.061088066548109055,0.001603593467734754,-0.0009918734605889768,1.3772252440452575,0.0022249293571803717,,,
,80000,,,0.002140865,0.073681640625,390,,8.668800000000001e-05,0.086688,,-2.041741371154785,0.060766369104385376,-0.0015562312910333276,-0.0017772399820387363,1.3794093310832978,4.085737123205035e-06,731.2107183,829.5,
40,81920,488,167,,,,716.91,,,660.11969369,,,,,,,,,0.3125
41,83968,492,170,0.00079522387,0.088037109375,400,716.91,8.634666666666667e-05,0.08634666666666667,660.13706368,0.9956879019737244,0.06074213609099388,-0.0030819473322480917,-0.0003943879302823916,1.3820545226335526,0.000986313237081049,,,
42,86016,497,172,0.00080517586,0.065087890625,410,725.5,8.600533333333333e-05,0.08600533333333334,668.9496932200001,-0.32124853134155273,0.06067448481917381,-0.003888591192662716,-0.0034393924666801467,1.382659187912941,0.0013751202024650411,,,
43,88064,501,175,0.00032324312,0.056396484375,420,734.66,8.566400000000001e-05,0.08566400000000002,678.8119196099999,0.9597215056419373,0.06066690385341644,0.015600964426994324,0.0005498493672348558,1.3834370404481888,0.001083137897785491,,,
44,90112,505,178,0.0014417442,0.0490234375,430,743.24,8.532266666666668e-05,0.08532266666666667,688.7408894800001,0.9440343976020813,0.06066955253481865,0.0031915910076349974,0.0009937880240613595,1.383521094918251,0.002030646954517579,,,
45,92160,510,180,0.0013478698,0.06171875,440,734.68,8.498133333333334e-05,0.08498133333333334,679.7416850699999,0.9799297451972961,0.06064492464065552,0.003391678212210536,-0.0008176509931217879,1.3835778653621673,0.0005889562127777026,,,
46,94208,515,182,0.000850055,0.03466796875,450,734.68,8.464e-05,0.08464,678.8409508899999,0.9828546643257141,0.060615405440330505,-0.006420227698981762,-0.0016306705016177147,1.383967262506485,0.0025560794383636676,,,
47,96256,519,185,0.0016845758,0.028369140625,460,734.68,8.429866666666667e-05,0.08429866666666667,678.0254633499998,0.9870782494544983,0.06048233434557915,-0.002377695869654417,0.0014333241342683323,1.3851887941360475,0.00033222127367480423,,,
48,98304,524,187,0.0019504746,0.07294921875,470,752.98,8.395733333333333e-05,0.08395733333333333,697.79147916,0.969043493270874,0.06031740456819534,-0.009199900552630424,-0.0024504402579623276,1.38786119222641,0.0006438516506023006,,,
,100000,,,0.0010921428,0.03212890625,480,,8.361600000000001e-05,0.08361600000000001,,0.9902182221412659,0.0603971853852272,0.0049622682854533195,-0.0016806670726509764,1.38886117041111,0.0009867381137155461,729.7515817,828.6,
49,100352,471,213,,,,753.58,,,697.9788831200001,,,,,,,,,0.3125
50,102400,474,216,0.00061755197,0.048291015625,490,753.58,8.327466666666667e-05,0.08327466666666666,698.8436373100001,0.9861551523208618,0.060395099222660065,0.0008687457884661853,5.513604264706373e-07,1.3877482801675796,0.0021075186341477092,,,
51,104448,477,218,0.0003735655,0.047314453125,500,762.72,8.293333333333333e-05,0.08293333333333335,707.7764224299999,-1.0055358409881592,0.06047290563583374,-0.004234418738633394,-5.7187079801224175e-05,1.3874114990234374,2.7116592798392956e-05,,,
52,106496,481,221,0.00080649316,0.104296875,510,762.72,8.2592e-05,0.082592,707.77312989,-4.593484878540039,0.06067027524113655,-0.0014102739514783025,-0.0021785690420074388,1.3854439675807952,1.1288296823863675e-05,,,
53,108544,484,223,0.0010591366,0.05576171875,520,779.37,8.225066666666668e-05,0.08225066666666668,727.11854515,0.9751089811325073,0.06065851449966431,0.002960827900096774,-0.00015882635489106178,1.383188670873642,0.0004514817224844592,,,
54,110592,488,226,0.0005863758,0.038134765625,530,787.43,8.190933333333334e-05,0.08190933333333333,736.7179893700002,0.9630618095397949,0.06053372099995613,-0.0008855402120389044,-0.0002218649213318713,1.3845149874687195,0.0018687469895667165,,,
55,112640,491,229,0.0005672124,0.06396484375,540,796.59,8.1568e-05,0.081568,745.83590982,-0.4041764736175537,0.06047054007649422,0.0011504215653985739,-0.001179619674803689,1.386125099658966,6.08709392054152e-05,,,
56,114688,495,231,0.0004962552,0.044580078125,550,805.75,8.122666666666667e-05,0.08122666666666667,756.55937475,0.9845970273017883,0.06046784296631813,0.0010497147450223565,0.00015021754370536655,1.3866768836975099,0.00033661221432339515,,,
57,116736,498,234,0.0015232707,0.061083984375,560,814.89,8.088533333333334e-05,0.08088533333333334,765.5926995500002,0.9916269779205322,0.06039818003773689,-0.0033851738553494215,-0.0021695342846214773,1.3872285395860673,0.00016794720586403854,,,
58,118784,500,237,0.00081246055,0.077197265625,570,814.89,8.054399999999999e-05,0.080544,764.80276287,0.9920337200164795,0.0603364072740078,-0.007710334844887257,-0.00042116155236726627,1.388335731625557,0.00020133703069404873,,,
,120000,,,0.00095083175,0.108056640625,580,,8.020266666666667e-05,0.08020266666666667,,-0.05211007595062256,0.06029105186462402,-0.0014192002126947045,-0.0012962881068233401,1.3894948422908784,3.135229725330646e-05,821.408835,918.5,
59,120832,456,264,,,,814.89,,,764.80450889,,,,,,,,,0.3125
60,122880,458,267,0.00034035198,0.074072265625,590,814.89,7.986133333333335e-05,0.07986133333333334,764.8336120599998,-1.6131737232208252,0.05986926332116127,0.0005933829233981669,-0.0006225752862519584,1.3928377419710158,3.3649296028670506e-05,,,
61,124928,461,270,0.0010048989,0.108740234375,600,814.89,7.952e-05,0.07952000000000001,764.8459134499999,0.9720320105552673,0.05976590886712074,-0.006151976063847542,-3.7936346780043094e-05,1.3977648586034774,0.0006150369171336933,,,
62,126976,464,273,0.0013721278,0.076025390625,610,814.89,7.917866666666667e-05,0.07917866666666667,764.1100884499999,0.9942728877067566,0.0597778782248497,-0.0068865991197526455,-0.0026229389099171386,1.3983230501413346,0.0001222702762333938,,,
63,129024,467,276,0.0014824439,0.09453125,620,814.89,7.883733333333334e-05,0.07883733333333334,764.6839209699999,0.9905597567558289,0.0596996434032917,9.477483399678022e-05,-0.0020313981251092626,1.3987598031759263,0.0003617892298279912,,,
64,131072,470,278,0.0008043421,0.033154296875,630,831.61,7.8496e-05,0.07849600000000001,783.2908393499998,0.9193797707557678,0.0596885122358799,-0.002514820545911789,0.0004831547063076869,1.3996144980192184,7.057353871005034e-05,,,
65,133120,473,280,0.000331104,0.056640625,640,839.8,7.815466666666667e-05,0.07815466666666666,792.8915727699999,0.9893781542778015,0.05958956480026245,-0.0005229845992289484,-0.0008499988674884662,1.400361841917038,0.00046302166065288476,,,
66,135168,477,283,0.0014794972,0.087255859375,650,848.39,7.781333333333334e-05,0.07781333333333335,800.8364991400001,0.9422286152839661,0.05962067097425461,-0.002354708733037114,0.00023633080709259958,1.4011463195085525,0.0011983486505414477,,,
67,137216,479,286,0.0008590085,0.041943359375,660,848.39,7.7472e-05,0.077472,800.0099198500003,-1.8129827976226807,0.05961198732256889,0.00266852299682796,-0.00032055093033704906,1.4005540370941163,9.789626951715036e-05,,,
68,139264,482,288,0.0017082299,0.15888671875,670,848.39,7.713066666666667e-05,0.07713066666666668,800.0510786699998,-1.936943769454956,0.059643346816301346,-0.00441334443166852,-0.002840506024949718,1.4008066534996033,8.576324623277287e-06,,,
,140000,,,0.0022858332,0.04775390625,680,,7.678933333333333e-05,0.07678933333333333,,0.9683695435523987,0.05958636850118637,0.007598928641527891,0.0005497752630617469,1.400914838910103,0.00042227780913890457,558.107505,673.8,
69,141312,456,309,,,,848.39,,,800.0510786699998,,,,,,,,,0.390625
70,143360,459,312,0.00037807194,0.03505859375,690,873.59,7.644800000000001e-05,0.07644800000000002,827.4732718000002,0.983559787273407,0.059497956186532974,0.009955446235835552,0.0003035879650269635,1.4019413262605667,0.00022195511210156837,,,
71,145408,461,314,0.0006579864,0.07724609375,700,873.62,7.610666666666667e-05,0.07610666666666667,827.43414111,0.998483419418335,0.0594877153635025,-0.0026136809028685093,-0.00025627536815591155,1.402991670370102,7.280284603439213e-05,,,
72,147456,464,317,0.0009138866,0.0388671875,710,882.18,7.576533333333334e-05,0.07576533333333334,837.2915948900002,0.970617949962616,0.05951075255870819,0.0027059470303356647,-0.0013388977517024615,1.4028877675533296,0.00316975855093915,,,
73,149504,467,320,0.0006442107,0.070849609375,720,882.18,7.5424e-05,0.075424,836.3661951300002,0.9879359006881714,0.059529367834329605,-0.0019837250001728535,-0.0015736834335257298,1.4025365740060807,0.0003333342488076596,,,
74,151552,469,322,0.0006971195,0.040576171875,730,889.16,7.508266666666667e-05,0.07508266666666667,845.7450127799999,0.2053501009941101,0.05948961526155472,0.000492889026645571,5.6000702898018066e-06,1.4028302729129791,2.631106585795351e-05,,,
75,153600,472,325,0.00044050743,0.034814453125,740,897.73,7.474133333333333e-05,0.07474133333333333,855.46427656,0.9864203333854675,0.05957815796136856,0.001970394980162382,-0.00010918253392446786,1.4024144142866135,0.003388970191008411,,,
76,155648,475,327,0.0005542603,0.026904296875,750,906.6,7.44e-05,0.07440000000000001,863.5173118699998,0.7969227433204651,0.0594816580414772,0.0035902720410376787,-0.00032530296011827885,1.4021969199180604,0.0003401882737080086,,,
77,157696,477,330,0.0007201247,0.043896484375,760,915.15,7.405866666666667e-05,0.07405866666666668,873.2028642499997,0.9818700551986694,0.059397704899311066,-1.750222872942686e-05,-0.001604962773853913,1.4038807332515717,0.003164716160245007,,,
78,159744,480,332,0.0008603046,0.03994140625,770,915.15,7.371733333333333e-05,0.07371733333333334,871.4817820099998,0.9301071763038635,0.05934417247772217,-0.004943018313497305,-0.0016486361353599932,1.4050094962120057,0.00063364579455083,,,
,160000,,,0.001156818,0.11103515625,780,,7.3376e-05,0.073376,,-1.109018325805664,0.05937565863132477,0.0035866459365934134,-0.0006949271628400311,1.4051894813776016,1.9984602170097786e-05,733.5308304,828.5,
79,161792,452,357,,,,915.15,,,872.72073059,,,,,,,,,0.390625
80,163840,455,359,0.0009721229,0.10771484375,790,923.67,7.303466666666667e-05,0.07303466666666668,881.63467081,0.9789544343948364,0.05933767557144165,0.006580888293683529,0.0004641155042918399,1.4050361543893815,0.00039767125590515204,,,
81,165888,457,362,0.00018580665,0.03193359375,800,914.54,7.269333333333334e-05,0.07269333333333333,871.7657742499999,0.990027129650116,0.059315625578165054,-0.006006611976772547,-0.0021800268936203794,1.4058036506175995,0.00020245766277184884,,,
82,167936,460,364,0.0008553968,0.035888671875,810,907.08,7.2352e-05,0.072352,861.39137007,0.7902464866638184,0.05941647291183472,-0.0020808689296245575,-0.0009649607061874121,1.405280563235283,0.005147915902489331,,,
83,169984,463,367,0.00054960005,0.0328125,820,915.26,7.201066666666668e-05,0.07201066666666667,870.9708598899998,0.978182315826416,0.05949840694665909,-0.0033514490351080894,-0.0008463979669613763,1.4036039680242538,0.004845926267444156,,,
84,172032,465,369,0.00053102896,0.0328125,830,923.79,7.166933333333334e-05,0.07166933333333335,880.7245550099998,0.9761114120483398,0.059422947466373444,-0.005695744417607784,-0.0003822105034487322,1.4034696012735366,0.0004916124582450721,,,
85,174080,468,371,0.0006242618,0.041552734375,840,924.25,7.1328e-05,0.071328,879.8107766499999,0.9748862385749817,0.059433914721012115,0.0050977617502212524,0.0001828462103730999,1.4041663348674773,0.0050081880734069275,,,
86,176128,470,374,0.00044984484,0.04140625,850,924.25,7.098666666666667e-05,0.07098666666666667,877.77928711,0.9489492177963257,0.05924874544143677,-0.0033643655478954315,-0.001574908453039825,1.4051915466785432,0.0025553654464602004,,,
87,178176,472,377,0.0011214919,0.047119140625,860,924.25,7.064533333333333e-05,0.07064533333333334,876.94966481,0.9603979587554932,0.059161312878131866,-0.004871705546975136,-0.0028480899200076237,1.4078960567712784,0.0006018866853992222,,,
,180000,,,0.00078684336,0.04814453125,870,,7.030400000000001e-05,0.070304,,0.9655121564865112,0.05917379632592201,-3.062610630877316e-05,-0.0027210253960220144,1.4084151446819306,0.0005194276223846828,821.9515385999999,914.9,
88,180224,443,406,,,,924.25,,,876.0634034400001,,,,,,,,,0.390625
89,182272,445,409,0.00092494505,0.10302734375,880,924.25,6.996266666666666e-05,0.06996266666666667,876.8848710199999,0.980133056640625,0.05908102169632912,0.008537903428077698,-0.0005379775073379278,1.408973616361618,0.0004750909045469598,,,
90,184320,447,411,0.00036665448,0.066845703125,890,932.81,6.962133333333334e-05,0.06962133333333334,885.9028230199999,0.9437444806098938,0.05903247371315956,-0.0048976982943713665,-0.00036924223677488045,1.410500493645668,0.00017277654137615173,,,
91,186368,449,414,0.0011592002,0.0380859375,900,932.81,6.928000000000001e-05,0.06928000000000001,885.8831032599999,0.9919596314430237,0.05911765992641449,-0.0008530556806363165,-0.0001443508401280269,1.4101507991552353,0.00030665855292681953,,,
92,188416,452,416,0.0005512994,0.06083984375,910,924.65,6.893866666666666e-05,0.06893866666666666,876.1649165399999,0.9761534929275513,0.05902864784002304,-0.0020732013508677483,-0.0012610597870661878,1.4098715007305145,0.0007042704048217275,,,
93,190464,454,419,0.0012427932,0.079345703125,920,924.65,6.859733333333334e-05,0.06859733333333334,875.32533052,0.987179696559906,0.05908779799938202,-0.0014077131636440754,-0.002446927668643184,1.410532033443451,0.00312677984329639,,,
94,192512,456,421,0.00033528346,0.0673828125,930,941.79,6.825600000000002e-05,0.06825600000000001,893.12602415,0.5293231010437012,0.059003543108701706,-0.004204207099974155,0.0005929043603828177,1.4104213118553162,0.0008377820357964083,,,
95,194560,458,424,0.00045775194,0.0333984375,940,941.79,6.791466666666667e-05,0.06791466666666668,894.0052837899999,0.9934198260307312,0.059034403413534164,0.0021565002389252186,0.0005565800893236883,1.4109740257263184,0.00039499024151155024,,,
96,196608,460,426,0.00025144752,0.0353515625,950,941.79,6.757333333333333e-05,0.06757333333333333,891.42384666,0.91614830493927,0.058975670486688614,-0.0028074004221707582,-1.0559716611169278e-05,1.4109381169080735,3.411282505112467e-05,,,
97,198656,462,429,0.00042978968,0.057080078125,960,941.79,6.7232e-05,0.06723200000000001,892.2895025499998,0.9911596775054932,0.05891692265868187,-0.001279628137126565,-0.0016596409404883161,1.412215280532837,0.00025264214564231225,,,
,200000,,,0.00080549374,0.04970703125,970,,6.689066666666667e-05,0.06689066666666667,,0.9966130256652832,0.058759626001119614,-0.00024240845232270658,-0.0006857493572169915,1.4139812022447587,0.00011333992197251063,475.3005462,597.4,
98,200704,447,448,,,,941.79,,,891.5021138099999,,,,,,,,,0.48828125
99,202752,449,450,0.0014683737,0.077392578125,980,941.79,6.654933333333332e-05,0.06654933333333332,890.6407845099999,0.9941823482513428,0.058797113597393036,-0.0019105952233076096,-0.001555241589085199,1.415384429693222,0.00011709396385413129,,,
100,204800,451,453,0.00047777098,0.058837890625,990,941.79,6.6208e-05,0.066208,891.4808370200001,0.9508152008056641,0.05873763561248779,-0.00030200250330381095,-0.0005490485753398388,1.4150976151227952,0.0007445802139045554,,,
101,206848,453,455,0.0007719245,0.050341796875,1000,941.79,6.586666666666668e-05,0.06586666666666668,891.4242136299998,0.9850523471832275,0.058698620647192,0.0008913788478821516,-0.001895651887753047,1.4160498470067977,0.0003737038287908945,,,
102,208896,455,458,0.00046297238,0.05439453125,1010,941.79,6.552533333333334e-05,0.06552533333333334,889.6534258899998,-1.3195505142211914,0.05858619511127472,-0.00017925228166859597,-0.0007738312531728297,1.4176774203777314,1.9810565549960302e-05,,,
103,210944,457,460,0.0005340724,0.039111328125,1020,941.79,6.5184e-05,0.06518399999999999,890.5043939999999,0.9940587878227234,0.05841771885752678,-0.0010534783359616995,-0.0020266040723072366,1.4195854157209395,0.00036945299616490955,,,
104,212992,459,463,0.0003826096,0.078662109375,1030,932.66,6.484266666666668e-05,0.06484266666666667,880.66194232,-0.8497991561889648,0.05838218331336975,-0.0016009050887078047,-0.0008953662269050256,1.421469011902809,2.6127854846436092e-05,,,
105,215040,461,465,0.0008711326,0.05537109375,1040,932.66,6.450133333333333e-05,0.06450133333333333,880.6733734300001,0.7163456082344055,0.05848009139299393,0.001211828552186489,-0.003008419257821515,1.4211700469255448,0.00891299254653859,,,
106,217088,463,468,0.0005220423,0.03193359375,1050,932.66,6.416e-05,0.06416,880.6529577299999,0.9032762050628662,0.05842769145965576,0.0007322595338337123,-0.0008520138653693721,1.420421102643013,0.0029879182493459666,,,
107,219136,465,470,0.00045112922,0.0537109375,1060,932.66,6.381866666666667e-05,0.06381866666666666,879.8377528999999,0.968419075012207,0.05847806856036186,0.0001151072428910993,0.00038008507690392437,1.4206837683916091,0.000614900799928364,,,
,220000,,,0.00031430152,0.036962890625,1070,,6.347733333333334e-05,0.06347733333333334,,0.9831976890563965,0.05838722363114357,0.005399778485298157,0.00028418344736564906,1.4207054495811462,0.00031858877387094255,733.7164333999999,833.5,
108,221184,446,495,,,,932.66,,,880.6091911500001,,,,,,,,,0.48828125
109,223232,448,497,0.0005832828,0.039501953125,1080,932.66,6.313599999999999e-05,0.063136,880.69023634,0.9849410653114319,0.058330316096544266,0.00025135220494121313,-0.001603691471973434,1.422175681591034,0.00048693424851080634,,,
110,225280,450,500,0.00023067239,0.04658203125,1090,932.66,6.279466666666666e-05,0.06279466666666667,880.70338684,0.6844481229782104,0.05823681131005287,-9.485764894634485e-05,-0.000278873788920464,1.4231952995061874,7.951102310244096e-06,,,
111,227328,452,502,0.0005186914,0.0322265625,1100,932.66,6.245333333333334e-05,0.06245333333333334,880.6714472399998,0.988052487373352,0.058143358677625656,0.0006077545695006847,-0.0002025624766247347,1.4250850230455399,0.00036416413231563636,,,
112,229376,453,505,0.0011272415,0.0583984375,1110,932.66,6.2112e-05,0.062112,882.2483581300002,0.9914600253105164,0.05809592455625534,0.0005859696539118886,-0.00018920868169516324,1.4262794226408004,0.000191015153313856,,,
113,231424,455,507,0.0006113241,0.087646484375,1120,932.66,6.177066666666667e-05,0.06177066666666667,881.3404053700001,0.9916254281997681,0.05812378600239754,-0.0017217844724655151,-0.00012996383011341096,1.4264908969402312,0.00021454394855027203,,,
114,233472,457,510,0.0004896198,0.05107421875,1130,932.66,6.142933333333335e-05,0.061429333333333336,880.47819391,0.48173201084136963,0.058129385113716125,0.0004283816087990999,-0.0005580085300607607,1.4261678338050843,2.6014451998435105e-05,,,
