rollout/ep_rew_mean,time/iterations,time/total_timesteps,rollout/ep_len_mean,time/fps,time/time_elapsed,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/value_loss,train/std,train/loss,train/clip_range,train/explained_variance,train/learning_rate,train/approx_kl,eval/mean_ep_length,eval/mean_reward
49.97325613,22,90112,51.39,374,240,0.099951171875,210,-0.007329869217937812,-1.126615247130394,0.28391406293958427,0.7435348629951477,0.1324925422668457,0.19655936000000002,0.8527873754501343,0.00029483904,0.009408205,,
50.008345940000005,23,94208,51.48,375,250,0.09228515625,220,-0.008200163251603953,-1.1143456563353538,0.3011199522763491,0.7314097285270691,0.131975919008255,0.19639552000000002,0.8490554094314575,0.00029459327999999997,0.0075584166,,
59.22956687,24,98304,60.83,377,260,0.080029296875,230,-0.005741365312132984,-1.096230198442936,0.2764740949496627,0.7172521948814392,0.12048108130693436,0.19623168000000002,0.8587961196899414,0.00029434751999999996,0.005374232,,
,,100000,,,,0.0730224609375,240,-0.005535126791801304,-1.0771343871951102,0.3274604301899672,0.7048327922821045,0.16797643899917603,0.19606784,0.8320403099060059,0.00029410175999999995,0.0069394996,115.4,112.90206509999999
64.36658031,25,102400,66.03,370,276,,,,,,,,,,,,,
65.85419039,26,106496,67.56,372,286,0.0763916015625,250,-0.007288659483310767,-1.0602326780557632,0.28249410949647424,0.6918197870254517,0.12057507038116455,0.195904,0.8404350876808167,0.00029385599999999995,0.00688843,,
75.54595837,27,110592,77.36,374,295,0.0745361328125,260,-0.0065130777438753285,-1.0416277840733528,0.21173237077891827,0.6799113154411316,0.09610439091920853,0.19574016000000002,0.8751845955848694,0.00029361024,0.0073898677,,
87.37103748999998,28,114688,89.37,375,305,0.0712158203125,270,-0.002589017392892856,-1.0263963252305985,0.16693854983896017,0.6713342666625977,0.06008060276508331,0.19557632000000003,0.9059617519378662,0.00029336448,0.0058132038,,
102.00061643999999,29,118784,104.16,377,314,0.08349609375,280,-0.00454810221272055,-1.0143557742238045,0.2543464057147503,0.664203405380249,0.09767534583806992,0.19541248,0.8145673274993896,0.00029311872,0.007508908,,
,,120000,,,,0.0725341796875,290,-0.0017906731751281767,-1.001410898566246,0.25359326489269735,0.653262734413147,0.1019008532166481,0.19524864,0.829316258430481,0.00029287295999999997,0.007780228,220.8,217.35781779999996
120.26831848,30,122880,122.56,366,335,,,,,,,,,,,,,
133.49496145999998,31,126976,135.98,368,344,0.0670654296875,300,-0.00282650803856086,-0.9847145117819309,0.18098688796162604,0.642817497253418,0.06360705196857452,0.1950848,0.8741931915283203,0.00029262719999999996,0.005967998,,
141.83326229,32,131072,144.4,369,354,0.07265625,310,-0.0031575616769259794,-0.9714275926351548,0.14717258419841528,0.6358275413513184,0.055677346885204315,0.19492096000000003,0.8794364333152771,0.00029238144,0.0078330105,,
167.27558145999998,33,135168,170.2,370,364,0.07958984375,320,-0.0030696560977958144,-0.9627597697079182,0.06070091221481562,0.6314637660980225,0.018802380189299583,0.19475712,0.9422358274459839,0.00029213568,0.008031801,,
192.55595090000006,34,139264,195.7,372,374,0.0700927734375,330,0.0005571592977503314,-0.9533730871975422,0.10740317460149526,0.6240038275718689,0.04449238255620003,0.19459328,0.8449177742004395,0.00029188992,0.0042207884,,
,,140000,,,,0.0831298828125,340,-0.0009065259655471891,-0.9415856517851353,0.07621715338900685,0.6169642806053162,0.039627447724342346,0.19442944,0.853249192237854,0.00029164416,0.008017367,339.1,335.6654886
218.61425942999998,35,143360,222.07,358,400,,,,,,,,,,,,,
230.79651020999998,36,147456,234.51,360,409,0.07568359375,350,-0.002556010917760432,-0.9308445960283279,0.0864607076626271,0.6106074452400208,0.03863118961453438,0.1942656,0.8536989688873291,0.0002913984,0.005496787,,
263.31044572,37,151552,267.35,362,418,0.09560546875,360,0.0005284827318973839,-0.9194206386804581,0.12054844722151756,0.6029852628707886,0.03228811174631119,0.19410176,0.8664073944091797,0.00029115263999999997,0.0077848975,,
276.72474334000003,38,155648,280.82,363,427,0.095068359375,370,-0.003498205222422257,-0.907291442900896,0.06303404844366015,0.5965021252632141,0.025385567918419838,0.19393792,0.8615067005157471,0.00029090687999999996,0.005246698,,
302.36697953,39,159744,306.7,365,437,0.075927734375,380,-0.004625129624037072,-0.8965213030576706,0.07099053361453116,0.5898617506027222,0.012818734161555767,0.19377408000000002,0.8725106120109558,0.00029066111999999996,0.0067474153,,
,,160000,,,,0.0683349609375,390,-0.0012457407894544304,-0.8871543951332569,0.04290163218975067,0.5856318473815918,0.014137499034404755,0.19361024000000002,0.8153665661811829,0.00029041536,0.003243179,722.0,719.3909214000001
337.22456827,40,163840,341.81,339,482,,,,,,,,,,,,,
376.40854208999997,41,167936,381.18,341,491,0.059912109375,400,-0.0012577708868775517,-0.8783827006816864,0.03878276713658124,0.579223096370697,0.011873163282871246,0.19344640000000002,0.7084752917289734,0.0002901696,0.0040181945,,
401.85900487,42,172032,406.64,343,501,0.072900390625,410,-0.003993290300422813,-0.8653381168842316,0.019146418292075397,0.5701040625572205,-0.001965290866792202,0.19328256,0.3998323082923889,0.00028992384,0.0065555116,,
419.1353142699999,43,176128,423.78,345,510,0.0659423828125,420,-0.0019674060342367737,-0.8516098067164422,0.01815491778543219,0.5642584562301636,0.0049812947399914265,0.19311872000000002,0.861328125,0.00028967808,0.005830501,,
,,180000,,,,0.085205078125,430,-0.005345934815704822,-0.8379708610475063,0.020184348407201468,0.5548585653305054,-0.0008976864628493786,0.19295488000000002,0.5821613669395447,0.00028943231999999997,0.0083461255,831.2,829.0115377999998
419.9761183900001,44,180224,424.32,320,562,,,,,,,,,,,,,
425.87819321,45,184320,429.98,321,572,0.073876953125,440,-0.0029440527359838597,-0.8249566666781902,0.0162594378227368,0.5495644211769104,0.003206114284694195,0.19279104000000002,0.901153028011322,0.00028918655999999996,0.006354158,,
440.0258622399999,46,188416,443.94,323,582,0.0859619140625,450,-0.0014419552317121997,-0.8153873085975647,0.025176526547875257,0.5434011816978455,0.00873645581305027,0.1926272,0.7811367511749268,0.00028894079999999996,0.007466512,,
465.9497194999999,47,192512,469.8,325,591,0.0947509765625,460,-0.0015981031669070945,-0.8022508084774017,0.017721227428410202,0.5359014272689819,0.006049294024705887,0.19246336,0.8308969736099243,0.00028869503999999995,0.011184625,,
498.24913386000003,48,196608,502.1,326,601,0.0607177734375,470,-0.0004226895893225446,-0.7869501285254955,0.011488611588720232,0.5270658135414124,-0.0032655890099704266,0.19229952,0.6321496963500977,0.00028844927999999994,0.0040194206,,
,,200000,,,,0.07353515625,480,-0.002647322755365167,-0.7716602228581906,0.005593669254449196,0.5202220678329468,0.004576264880597591,0.19213568000000003,0.8739867210388184,0.00028820352,0.0042323237,901.2,899.3568080000001
533.16632499,49,200704,537.05,304,658,,,,,,,,,,,,,
560.07670413,50,204800,563.92,306,667,0.0583984375,490,0.0006631880882196128,-0.7570751771330834,0.005702431363170035,0.5111217498779297,0.01192394457757473,0.19197184,-1.1688027381896973,0.00028795776,0.0052542947,,
582.1412227999999,51,208896,585.91,307,678,0.0947021484375,500,0.0007324987178435549,-0.7446195401251317,0.013502164249075577,0.5083320736885071,-0.0035114758647978306,0.191808,0.8301190137863159,0.00028771199999999997,0.0055574644,,
601.58814472,52,212992,605.2,309,688,0.05908203125,510,-0.0019764140946790577,-0.7355743497610092,0.014390943996841089,0.501751184463501,-0.0036710426211357117,0.19164416,0.7647210955619812,0.00028746623999999996,0.002538418,,
626.13093854,53,217088,629.71,311,697,0.0557861328125,520,-0.0013643691199831665,-0.7238571003079415,0.004351207899162546,0.49606698751449585,-5.214940756559372e-06,0.19148032,0.793025553226471,0.00028722047999999996,0.0047318954,,
,,220000,,,,0.0659912109375,530,-0.002063456857285928,-0.7114854253828525,0.010397651672246867,0.489828884601593,0.005129414144903421,0.19131648,0.8476874828338623,0.00028697472,0.005024504,901.5,899.2360128
656.0617961499999,54,221184,659.63,294,750,,,,,,,,,,,,,
675.6771239699999,55,225280,679.09,296,760,0.05615234375,540,-0.0023055351208313367,-0.6997628130018712,0.004207664428395219,0.4844517111778259,-0.004618221893906593,0.19115264,-0.5369843244552612,0.00028672896,0.0053376756,,
684.49165263,56,229376,687.72,297,770,0.0942138671875,550,-0.00022280328266788274,-0.6922934606671334,0.0285881016170606,0.48290392756462097,0.010607984848320484,0.19098880000000001,0.6827006936073303,0.0002864832,0.009500824,,
662.0507431299999,57,233472,664.91,298,781,0.0690673828125,560,0.00046706864377483727,-0.6849154487252236,0.003345780650852248,0.47685596346855164,-0.003628881648182869,0.19082496000000002,-0.8173909187316895,0.00028623744,0.0046596704,,
671.7199254899999,58,237568,674.48,299,792,0.0748046875,570,-0.004110963279526913,-0.6754621796309948,0.008624094008700922,0.4741138517856598,0.0012161403428763151,0.19066112000000002,0.8060100078582764,0.00028599168,0.0074602887,,
,,240000,,,,0.0681640625,580,-0.0007955932262120769,-0.6700980462133884,0.007432428997708485,0.47169768810272217,0.0031755249947309494,0.19049728,0.8427870273590088,0.00028574591999999997,0.0055481438,901.6,898.7662
650.9667328200001,59,241664,653.6,284,848,,,,,,,,,,,,,
670.7051810600001,60,245760,673.34,285,861,0.076708984375,590,-0.0036334544260171243,-0.6647262938320637,0.004787012690212577,0.46900445222854614,0.004591377452015877,0.19033344000000002,0.9264960289001465,0.00028550016,0.00276234,,
691.17862758,61,249856,693.87,286,873,0.0806640625,600,-0.001810309462598525,-0.6610290534794331,0.0032112587563460694,0.4683009088039398,-0.0016465212684124708,0.19016960000000002,0.7892869710922241,0.0002852544,0.0056639304,,
686.32490287,62,253952,688.91,286,885,0.1047607421875,610,0.0014590782055165618,-0.6604434534907341,0.007211833738256246,0.46815499663352966,-0.0035372236743569374,0.19000576000000002,0.6057776212692261,0.00028500864,0.005528525,,
715.7728531100001,63,258048,718.38,286,900,0.10673828125,620,-0.007974037172971293,-0.6562512405216694,0.0067187800857936965,0.46365809440612793,-0.005935292225331068,0.18984192,0.8014281988143921,0.00028476288,0.02142401,,
,,260000,,,,0.0669189453125,630,-0.0014614539133617655,-0.6424597844481468,0.00218457393348217,0.45694589614868164,-0.011201001703739166,0.18967808,0.8683397173881531,0.00028451712,0.004815324,901.5,899.8933057
725.6808801400002,64,262144,728.24,273,960,,,,,,,,,,,,,
735.5366916800001,65,266240,738.1,272,975,0.06455078125,640,-0.001454516301600961,-0.6311043947935104,0.004936506508965976,0.4524998962879181,0.003260068828240037,0.18951424000000003,0.7438926696777344,0.00028427136,0.0069491654,,
735.4261521799999,66,270336,737.94,272,991,0.07919921875,650,-0.0022297646704828368,-0.6196125000715256,0.0018839420044969302,0.4468632638454437,-0.00650409609079361,0.18935040000000003,0.5312698483467102,0.00028402559999999997,0.0067429515,,
721.4461573499998,67,274432,723.86,272,1007,0.081494140625,660,-0.0038619946310063822,-0.60837726816535,0.001214383860497037,0.44206321239471436,-0.0019914458971470594,0.18918656,0.9274398684501648,0.00028377983999999996,0.0043698796,,
731.1276236900001,68,278528,733.52,272,1023,0.0879638671875,670,0.000609552490641363,-0.6008348405361176,0.005291510462120641,0.4404006004333496,0.03904097527265549,0.18902272,0.839401364326477,0.00028353407999999995,0.009223952,,
,,280000,,,,0.0666259765625,680,-0.0029987541493028402,-0.5951065473258496,0.0029233366636617574,0.4366762340068817,0.004735141526907682,0.18885888,0.6908414959907532,0.00028328831999999994,0.006124799,606.4,605.0833218
726.7684812000001,69,282624,729.1,265,1065,,,,,,,,,,,,,
726.8622567200001,70,286720,729.1,266,1074,0.1116943359375,690,-0.003052221523830667,-0.589000689983368,0.003425450681243092,0.4357718527317047,-0.008711854927241802,0.18869504,0.8697845935821533,0.00028304256,0.0067434665,,
727.7183231500001,71,290816,729.91,268,1083,0.0558349609375,700,-0.003362197245587595,-0.5878944925963878,0.0023893819234217517,0.43505892157554626,-0.007388593629002571,0.1885312,-2.6181862354278564,0.0002827968,0.007049365,,
727.69645575,72,294912,729.91,269,1094,0.0856689453125,710,-0.0003253845439758152,-0.5850970573723316,0.005696403956972062,0.43299055099487305,-8.872372563928366e-05,0.18836736,0.794684886932373,0.00028255104,0.007115139,,
738.4107576199999,73,299008,740.59,269,1108,0.0627197265625,720,-0.0012025297415675595,-0.5769148834049702,0.0005141622019436909,0.42852187156677246,-0.0010366137139499187,0.18820352,-2.539194345474243,0.00028230527999999997,0.003926515,,
,,300000,,,,0.099462890625,730,-0.0007920169009594247,-0.566772498935461,0.0014156104298308492,0.42406603693962097,-0.0016539155039936304,0.18803968000000001,0.8226895928382874,0.00028205951999999996,0.010377394,803.9,802.2677999
724.8211830700001,74,303104,726.9,261,1158,,,,,,,,,,,,,
734.8874933200001,75,307200,737.0,262,1169,0.1167724609375,740,0.0005891634966246784,-0.5605773106217384,0.003920983255375177,0.4241001009941101,-0.01224895752966404,0.18787584000000002,0.8027805089950562,0.00028181375999999995,0.005574934,,
734.9898609200002,76,311296,737.03,264,1178,0.0978515625,750,-0.005359349568607286,-0.5628376863896847,0.003493909278040519,0.4259154498577118,-0.008757057599723339,0.187712,0.8621410727500916,0.00028156799999999994,0.005141465,,
725.1993399000004,77,315392,727.2,265,1188,0.065380859375,760,-0.0012764562445227057,-0.5631351880729198,0.001791342821525177,0.4238140881061554,-0.00666074501350522,0.18754816000000002,0.875838041305542,0.00028132224,0.0060206363,,
725.22798978,78,319488,727.22,266,1198,0.096142578125,770,-0.00014641076704720036,-0.5596334204077721,0.005555399754666723,0.42350348830223083,0.011179924942553043,0.18738432000000002,0.9466253519058228,0.00028107648,0.006884787,,
,,320000,,,,0.08271484375,780,0.002439696341753006,-0.5579694405198097,0.0005486566893523559,0.42155978083610535,0.0009584185318090022,0.18722048000000002,0.981809675693512,0.00028083072,0.0033316193,902.0,900.2427214000002
724.51925259,79,323584,726.48,258,1252,,,,,,,,,,,,,
743.5751907599999,80,327680,745.6,259,1260,0.0941650390625,790,-0.003281597907334799,-0.5480916567146779,0.0038292429635475855,0.4156035780906677,-0.0006872894009575248,0.18705664,0.8545426726341248,0.00028058495999999997,0.010424316,,
733.7427887500003,81,331776,735.78,261,1269,0.09619140625,800,-0.0012486153573263437,-0.5347497157752514,0.002211566588812275,0.40996867418289185,-0.00439227232709527,0.1868928,0.8819515109062195,0.00028033919999999996,0.005896602,,
733.8775238000001,82,335872,735.9,262,1278,0.0689697265625,810,-0.003239851239777636,-0.5200737416744232,0.0009021931975439657,0.4042489528656006,-0.00917155109345913,0.18672896,0.9343339204788208,0.00028009343999999995,0.0065270974,,
688.8069682,83,339968,690.78,264,1286,0.089794921875,820,0.008125067877699621,-0.5151560835540294,0.0023825874741305597,0.4054669141769409,-0.015064810402691364,0.18656512000000003,0.8109539151191711,0.00027984768,0.0054254867,,
,,340000,,,,0.0986328125,830,0.0023564667702885345,-0.5188656285405159,0.011025146226165817,0.4075964093208313,-0.006342361215502024,0.18640128,0.8362357020378113,0.00027960192,0.010329054,902.2,900.2374033
678.1111345699999,84,344064,680.12,256,1341,,,,,,,,,,,,,
678.2257541399999,85,348160,680.23,257,1350,0.0676025390625,840,-0.00041777746664592994,-0.5198240928351879,0.0023813345331291204,0.4056740999221802,-0.002415712922811508,0.18623744,0.9071690440177917,0.00027935616,0.009142434,,
668.4397044399999,86,352256,670.47,258,1360,0.0622802734375,850,-0.001517339401470963,-0.5114719621837139,0.002008089907030808,0.40119504928588867,-0.015567030757665634,0.1860736,0.9373835325241089,0.0002791104,0.0065018013,,
678.3364806999998,87,356352,680.36,259,1371,0.099365234375,860,-0.005068698359536938,-0.505039431899786,0.0007371681929726037,0.4007333815097809,0.0006035301485098898,0.18590976,0.9285659790039062,0.00027886463999999997,0.0053652097,,
,,360000,,,,0.09296875,870,0.0014134400349576025,-0.5023945521563291,0.0010525487999984763,0.39889925718307495,0.004029643256217241,0.18574592,0.906552791595459,0.00027861887999999996,0.0069884355,608.0,606.6935536999999
659.2844869,88,360448,661.24,255,1411,,,,,,,,,,,,,
660.01560908,89,364544,662.01,256,1421,0.0851806640625,880,-0.00047350728927995076,-0.4967129845172167,0.0032004514876462055,0.3961248993873596,-0.005897568538784981,0.18558208,0.8768410086631775,0.00027837312,0.0066745076,,
669.8862389199999,90,368640,671.89,257,1432,0.102880859375,890,0.005840631952742115,-0.4916581254452467,0.0036873469151032625,0.3951025605201721,0.0030375621281564236,0.18541824,0.8678356409072876,0.00027812736,0.009016343,,
670.15975268,91,372736,672.17,258,1442,0.05615234375,900,-0.001524701964808628,-0.48592081144452093,0.001421049480268266,0.3912944793701172,0.000895760313142091,0.1852544,0.9171566963195801,0.0002778816,0.006109928,,
679.9691884099999,92,376832,681.99,259,1451,0.10537109375,910,-0.000737782963551581,-0.47962428592145445,0.00222976134828059,0.39074793457984924,0.030749700963497162,0.18509056000000002,0.9542385935783386,0.00027763584,0.0103102345,,
,,380000,,,,0.0497314453125,920,-7.103261013980955e-05,-0.47598591931164264,0.0006408654662664048,0.3880128860473633,0.00433761952444911,0.18492672,0.2645300626754761,0.00027739008,0.005112815,707.9,706.1013073000001
699.55713109,93,380928,701.62,254,1498,,,,,,,,,,,,,
719.09745357,94,385024,721.18,255,1508,0.0908203125,930,0.001302953078993596,-0.4678299941122532,0.00027604013612290144,0.38453686237335205,-0.0036700789351016283,0.18476288000000002,-1.2211899757385254,0.00027714431999999997,0.005261506,,
719.3866684700001,95,389120,721.48,256,1518,0.121484375,940,-0.0011331667919876054,-0.4602573923766613,0.00202227006884641,0.3822298049926758,0.0019032916752621531,0.18459904000000002,0.6697310209274292,0.00027689855999999996,0.010899225,,
691.0747021100001,96,393216,693.13,257,1528,0.1134521484375,950,0.0006185324775287882,-0.4600105818361044,0.004678883669839706,0.38504573702812195,0.0038781561888754368,0.18443520000000002,0.8697676658630371,0.00027665279999999995,0.014334753,,
681.2957071899999,97,397312,683.32,258,1538,0.10068359375,960,0.003171534664579667,-0.4672271333634853,0.0045228306596982295,0.3872933089733124,0.023134907707571983,0.18427136,0.886259138584137,0.00027640703999999995,0.014181828,,
,,400000,,,,0.0881591796875,970,-0.00048173958784900604,-0.4715046428143978,0.002456278663885314,0.3881216049194336,0.00805448554456234,0.18410752,0.8324667811393738,0.00027616127999999994,0.007320036,519.8,517.5651038
681.27790114,98,401408,683.36,254,1574,,,,,,,,,,,,,
677.7859381799999,99,405504,679.83,255,1584,0.08388671875,980,0.0020339726965175942,-0.4719237510114908,0.0020892456879664676,0.38788387179374695,0.006453307345509529,0.18394368000000003,0.9415441155433655,0.00027591552,0.0035835472,,
678.27008973,100,409600,680.35,256,1594,0.0752197265625,990,-0.0005039418836531695,-0.4697179887443781,0.002378428864176385,0.38599929213523865,-0.0015344159910455346,0.18377984000000003,0.9614639282226562,0.00027566976,0.0066730906,,
678.7067205799999,101,413696,680.83,257,1604,0.0859130859375,1000,-0.003520237747579813,-0.4684125863015652,0.0027144003790454006,0.3873967230319977,-0.0040414175018668175,0.183616,0.9342029690742493,0.00027542399999999997,0.009026289,,
698.97647619,102,417792,701.22,258,1614,0.059521484375,1010,0.0011958753108046948,-0.46821899227797986,0.003982960611756426,0.38466987013816833,-0.016374075785279274,0.18345216,0.9197171926498413,0.00027517823999999996,0.003687166,,
,,420000,,,,0.090087890625,1020,0.001090987528732512,-0.4625121258199215,0.002953718553908402,0.38453710079193115,-0.0023914771154522896,0.18328832,0.8855366110801697,0.00027493247999999996,0.007213179,706.5,703.1779202
690.0454283199999,103,421888,692.4,253,1661,,,,,,,,,,,,,
680.19278661,104,425984,682.66,254,1671,0.1574462890625,1030,0.006321110270073404,-0.46231281757354736,0.0015040410820802209,0.38369613885879517,-0.0032136838417500257,0.18312448,0.8064712882041931,0.00027468671999999995,0.010900287,,
688.43402322,105,430080,691.28,255,1681,0.1227294921875,1040,0.0027497445000335572,-0.46070134043693545,0.003918774629710242,0.3838200271129608,-0.0003597671166062355,0.18296064,0.8198005557060242,0.00027444096,0.00674092,,
680.30850133,106,434176,683.16,256,1691,0.08056640625,1050,-0.0003117282292805612,-0.458164169639349,0.0015354486749856733,0.3807748258113861,0.006808766163885593,0.1827968,0.9592363238334656,0.0002741952,0.004384957,,
680.1057381999999,107,438272,683.21,257,1701,0.1367919921875,1060,0.0011107478203484789,-0.4491373412311077,0.00758313550031744,0.37848159670829773,0.0006947536021471024,0.18263296,0.7519420385360718,0.00027394944,0.013240379,,
,,440000,,,,0.1496337890625,1070,0.0034010808391030877,-0.4484749473631382,0.006813411488838028,0.3794849216938019,6.282678805291653e-05,0.18246912,0.7550078630447388,0.00027370367999999997,0.0077894395,706.3,703.7378980999999
670.3075747400002,108,442368,673.43,253,1747,,,,,,,,,,,,,
650.7025160000001,109,446464,653.87,254,1757,0.0997802734375,1080,-0.0012761003963532858,-0.44859347119927406,0.002339973230846226,0.3777676522731781,0.010162514634430408,0.18230528000000001,0.9296866655349731,0.00027345791999999996,0.011678958,,
650.66435421,110,450560,653.87,254,1767,0.0851318359375,1090,-0.001397775019722758,-0.43904118426144123,0.0029224846795841584,0.37256306409835815,-0.0013481746427714825,0.18214144000000002,0.862533450126648,0.00027321216,0.008380527,,
650.72103854,111,454656,653.89,255,1776,0.0964111328125,1100,-0.00036779407528229056,-0.42773893028497695,0.0004485885532631073,0.3695356845855713,-0.005537747405469418,0.18197760000000002,0.395718514919281,0.0002729664,0.005022172,,
660.30950013,112,458752,663.48,256,1787,0.07275390625,1110,-0.002672442249604501,-0.42361399419605733,0.003499304190336261,0.36992907524108887,0.0032906525302678347,0.18181376000000002,0.9222230911254883,0.00027272064,0.0053317733,,
,,460000,,,,0.116943359375,1120,-0.0018709669355303049,-0.4270165584981441,0.0028320397046627476,0.3716094493865967,-0.011216485872864723,0.18164992000000002,0.9044239521026611,0.00027247488,0.01832501,902.2,900.4993111999999
679.668057,113,462848,682.84,250,1844,,,,,,,,,,,,,
679.7121232999999,114,466944,682.87,251,1854,0.0983642578125,1130,-0.0003583217752748169,-0.4275614436715841,0.0004687126027420163,0.36974653601646423,-0.0010448988759890199,0.18148608,-1.6175405979156494,0.00027222912,0.0067320885,,
669.88242523,115,471040,673.02,252,1864,0.07890625,1140,-0.0018440887943143025,-0.41842619366943834,0.0006061411539121763,0.3653627336025238,-0.0075796195305883884,0.18132224,0.9613764882087708,0.00027198335999999997,0.0054121576,,
679.4550632399998,116,475136,682.58,253,1874,0.1111328125,1150,-0.0007928303326480091,-0.4130091842263937,0.0015839368130400543,0.3663811683654785,0.007975403219461441,0.18115840000000002,0.9395932555198669,0.00027173759999999996,0.0071681263,,
679.0865012999999,117,479232,682.16,254,1884,0.1011962890625,1160,-0.004780075958115049,-0.4158101800829172,0.0020628798942198046,0.36633870005607605,-0.0033784254919737577,0.18099456000000003,0.9599665999412537,0.00027149184,0.010049615,,
