time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/total_timesteps,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/loss,train/clip_fraction,train/std,train/clip_range,train/entropy_loss,train/explained_variance,train/value_loss,train/approx_kl,eval/mean_ep_length,eval/mean_reward,curriculum/shake_force
1884,106,700.9,698.82136304,230,434176,7.1328e-05,-0.0007540477337897756,1050,0.0025448533706367016,0.123193359375,0.32962292432785034,0.071328,-0.30784879326820375,0.701143741607666,0.015332803131605033,0.001783493,,,
1893,107,719.75,717.64952368,231,438272,7.105493333333334e-05,-0.0024717435837374067,1060,-0.0034695619251579046,0.125732421875,0.32963797450065613,0.07105493333333333,-0.30938432887196543,0.8446338176727295,0.005101472004025709,0.0014486357,,,
,,,,,440000,7.078186666666667e-05,-0.00200842840858968,1070,-0.00036431243643164635,0.0844970703125,0.32979461550712585,0.07078186666666667,-0.309461510181427,0.9511635899543762,0.0014689195159007795,0.0007258274,793.1,790.4440993999999,
1946,108,691.81,689.7639484000001,227,442368,,,,,,,,,,,,,,0.046875
1956,109,699.71,697.6800721899998,228,446464,7.05088e-05,-0.00036037258178112097,1080,0.01287062093615532,0.11181640625,0.3299022912979126,0.0705088,-0.310011425986886,0.8494200706481934,0.016652414450072685,0.0011598784,,,
1966,110,709.57,707.5393240400001,229,450560,7.023573333333333e-05,-0.0008074551340541802,1090,0.004315976984798908,0.14794921875,0.3302847743034363,0.07023573333333333,-0.3104532971978188,0.6674824953079224,0.016168597838259302,0.0014835407,,,
1976,111,709.59,707.5720553399999,229,454656,6.996266666666666e-05,-0.0010404691493022256,1100,-0.0018874416127800941,0.062060546875,0.3300715684890747,0.06996266666666667,-0.310988574847579,-0.6328808069229126,0.0003691478441396612,0.00065439765,,,
1986,112,688.75,686.7908143600001,230,458752,6.968959999999999e-05,-0.0010515370813664049,1110,0.0023926470894366503,0.063427734375,0.3308912217617035,0.0696896,-0.31163340993225574,0.8195193409919739,0.0034561960041173735,0.0006310967,,,
,,,,,460000,6.941653333333334e-05,-0.0005026516646466916,1120,-0.0026209955103695393,0.063330078125,0.3305926024913788,0.06941653333333334,-0.31267433017492297,0.9416227340698242,0.006072515504638431,0.00088059553,1000.0,997.7922197,
2050,113,708.44,706.47521649,225,462848,,,,,,,,,,,,,,0.046875
2059,114,710.95,708.9644307000001,226,466944,6.914346666666667e-05,-0.0016023971955291926,1130,-0.0007413103012368083,0.077099609375,0.3293934464454651,0.06914346666666667,-0.3106104273349047,0.8089526295661926,0.0035598808142822238,0.00052091596,,,
2069,115,720.8,718.82022915,227,471040,6.887040000000001e-05,-0.0015767156583024189,1140,0.014702096581459045,0.092822265625,0.32960253953933716,0.0688704,-0.308352954685688,0.6112390160560608,0.02161867604008876,0.0010401527,,,
2079,116,738.55,736.5763915099998,228,475136,6.859733333333334e-05,-0.0005581092758802697,1150,-0.0023851501755416393,0.0703369140625,0.3297797441482544,0.06859733333333334,-0.3092789210379124,-1.6528401374816895,0.0005474716952448943,0.0005784774,,,
2089,117,748.38,746.39165442,229,479232,6.832426666666667e-05,-0.0010197149822488427,1160,0.011365735903382301,0.1045654296875,0.3309885263442993,0.06832426666666666,-0.31120032295584676,0.587224543094635,0.027248021250125022,0.0012794915,,,
,,,,,480000,6.80512e-05,-0.0006380325576174073,1170,-0.001352091901935637,0.0912109375,0.3308540880680084,0.0680512,-0.31338232532143595,-1.5889437198638916,0.0026882926711550683,0.00077894365,705.0,703.2879808,
2138,118,731.03,729.1013781,226,483328,,,,,,,,,,,,,,0.05859375
2148,119,738.32,736.35844402,226,487424,6.777813333333333e-05,-0.001455446430190932,1180,-0.00041699805296957493,0.0822509765625,0.33112430572509766,0.06777813333333334,-0.3133059773594141,0.941582202911377,0.005580455550807528,0.0004006232,,,
2157,120,748.12,746.12752899,227,491520,6.750506666666667e-05,-0.001306276248942595,1190,0.003900612238794565,0.1167236328125,0.3309074640274048,0.06750506666666667,-0.31331931985914707,0.6774519085884094,0.018205713713541627,0.0015634198,,,
2167,121,763.63,761.60853753,228,495616,6.7232e-05,-0.0012323875853326172,1200,0.00011904178245458752,0.082666015625,0.33091723918914795,0.06723200000000001,-0.3129403855651617,0.9682469367980957,0.0007147060878196498,0.0008588017,,,
2178,122,754.42,752.3530291999999,229,499712,6.695893333333334e-05,-0.0011157227170770056,1210,0.0033491363283246756,0.1000244140625,0.33140629529953003,0.06695893333333333,-0.313768795132637,0.6388115882873535,0.028223588806577028,0.00079491455,,,
,,,,,500000,6.668586666666667e-05,-0.0015329687783378176,1220,0.007149427197873592,0.130908203125,0.3318508565425873,0.06668586666666668,-0.3149970415979624,0.7626773118972778,0.029423623549519107,0.001424374,465.1,463.2477275,
2214,123,757.82,755.7396365500001,227,503808,,,,,,,,,,,,,,0.05859375
2224,124,751.62,749.5268450199999,228,507904,6.641280000000002e-05,-0.0015484502975596115,1230,0.0002838241052813828,0.0868896484375,0.33159971237182617,0.06641280000000001,-0.3157745964825153,0.7778100967407227,0.003251768011978129,0.0007109863,,,
2234,125,748.11,746.0160795100002,229,512000,6.613973333333335e-05,-0.0014594658947316929,1240,0.014251219108700752,0.15712890625,0.33177459239959717,0.06613973333333334,-0.31525278389453887,0.7419999241828918,0.019450367530225776,0.0015732391,,,
2245,126,766.2,764.0894588300001,229,516096,6.586666666666668e-05,-0.0010573369028861635,1250,0.012996853329241276,0.13740234375,0.33206790685653687,0.06586666666666668,-0.3160312928259373,0.7254829406738281,0.02110714030568488,0.0012428815,,,
,,,,,520000,6.559360000000001e-05,-0.0018064358126139268,1260,-0.0031582184601575136,0.068798828125,0.3312363922595978,0.0655936,-0.3154744081199169,0.9806813597679138,0.0004836511632674956,0.0008349664,746.0,743.8519335,
2294,127,752.84,750.7208286999999,226,520192,,,,,,,,,,,,,,0.05859375
2304,128,747.13,745.03294818,227,524288,6.532053333333334e-05,-0.0013238756408100016,1270,0.007043026853352785,0.12744140625,0.3320111334323883,0.06532053333333335,-0.3150382421910763,0.7985968589782715,0.01511518518673256,0.0020847013,,,
2314,129,737.36,735.2337888300001,228,528384,6.504746666666667e-05,-0.000898193872126285,1280,0.0033438419923186302,0.1378662109375,0.331881046295166,0.06504746666666666,-0.31640140414237977,0.6135965585708618,0.01852533657220192,0.0017006139,,,
2324,130,747.2,745.05039727,229,532480,6.47744e-05,-0.001795845954620745,1290,-0.0018245873507112265,0.121337890625,0.33243292570114136,0.06477440000000001,-0.31679258234798907,0.7730185985565186,0.010802631691331045,0.0009323751,,,
2335,131,766.85,764.6821746300001,229,536576,6.450133333333333e-05,-0.001941040065139532,1300,-0.0025608548894524574,0.0755859375,0.332673043012619,0.06450133333333333,-0.3182947251945734,0.9012244343757629,0.000919299220549874,0.00070543104,,,
,,,,,540000,6.422826666666666e-05,-0.0012212073372211308,1310,-0.001652129809372127,0.0829345703125,0.3318321406841278,0.06422826666666667,-0.31740744337439536,0.7778032422065735,0.004741661618027138,0.0006458941,410.8,409.2348204,
2368,132,766.83,764.60079659,228,540672,,,,,,,,,,,,,,0.05859375
2378,133,764.32,762.0140749499999,229,544768,6.395520000000001e-05,-0.0008780350908637047,1320,0.0006533991545438766,0.0692138671875,0.3307076096534729,0.0639552,-0.31420773789286616,0.7116079330444336,0.005639842653181404,0.00054828695,,,
2388,134,760.68,758.3431470899999,229,548864,6.368213333333334e-05,-0.0013370549404498888,1330,-0.0018430546624585986,0.112646484375,0.3309534788131714,0.06368213333333334,-0.3124929670244455,0.951544463634491,0.00206263483123621,0.0008198983,,,
2397,135,759.85,757.48488693,230,552960,6.340906666666667e-05,0.0008451733374386095,1340,0.002869352698326111,0.1176513671875,0.3311600685119629,0.06340906666666668,-0.3133115578442812,0.5157390832901001,0.008196904517535585,0.0010582642,,,
2406,136,776.9,774.5123411100001,231,557056,6.313599999999999e-05,-0.0016126755246659741,1350,-0.00238963239826262,0.0942138671875,0.33167746663093567,0.063136,-0.3145603254437447,0.04942518472671509,0.013292257298598998,0.00061053096,,,
,,,,,560000,6.286293333333333e-05,-0.001016282645286992,1360,0.012223291210830212,0.085107421875,0.3322247266769409,0.06286293333333333,-0.3161902591586113,0.6991419792175293,0.02278407277772203,0.00065081316,903.0,900.4857298000001,
2464,137,776.92,774.5493791600001,227,561152,,,,,,,,,,,,,,0.05859375
2474,138,770.5,768.19538618,228,565248,6.258986666666666e-05,-0.0013623554521473124,1370,-0.0022651285398751497,0.054638671875,0.332701712846756,0.06258986666666666,-0.31765574030578136,0.9779078364372253,0.0005314630392604158,0.0005182189,,,
2484,139,760.18,757.85371322,229,569344,6.23168e-05,-0.0004920825944282114,1380,0.008650030940771103,0.1277587890625,0.3332245945930481,0.0623168,-0.3191915739327669,0.8179894685745239,0.014005798062135,0.00066208275,,,
2493,140,748.49,746.1930057200001,229,573440,6.204373333333334e-05,-0.0006732190813636407,1390,0.030059877783060074,0.0776611328125,0.3346812427043915,0.06204373333333333,-0.3220573261380196,0.7443675398826599,0.028528397029731423,0.0006952995,,,
2503,141,760.02,757.7518799899999,230,577536,6.177066666666667e-05,8.873682090779767e-05,1400,0.001776353339664638,0.1088134765625,0.335328608751297,0.06177066666666667,-0.32544859014451505,0.6603769659996033,0.011156900669448078,0.00064621016,,,
,,,,,580000,6.14976e-05,-0.0010453944181790576,1410,-0.0005821828963235021,0.0836669921875,0.33506762981414795,0.0614976,-0.32594577223062515,0.9118411540985107,0.0029237924420158377,0.0008306148,671.7,669.9453133,
2551,142,771.69,769.3840156800002,227,581632,,,,,,,,,,,,,,0.05859375
2561,143,781.54,779.2063431400001,228,585728,6.122453333333333e-05,-0.00022319597192108632,1420,0.016512686386704445,0.086181640625,0.3349517285823822,0.06122453333333333,-0.3251683063805103,0.6300394535064697,0.05711386518087238,0.0009768656,,,
2571,144,773.04,770.73314447,229,589824,6.095146666666667e-05,-0.0007129930243536364,1430,-0.0020216854754835367,0.09423828125,0.3340948224067688,0.06095146666666667,-0.3240906290709972,-0.5415511131286621,0.0007344300087424926,0.0005830511,,,
2581,145,743.61,741.31772226,230,593920,6.0678400000000005e-05,-0.0006744183716364205,1440,-0.0008127540349960327,0.1015380859375,0.33492282032966614,0.0606784,-0.32342139035463335,0.8534249067306519,0.012372833481640555,0.0007103104,,,
2592,146,752.69,750.3926008800001,230,598016,6.0405333333333336e-05,-0.0014641903660958632,1450,-0.00015520933084189892,0.0927001953125,0.3351626396179199,0.06040533333333334,-0.3255574557930231,0.9647840261459351,0.004242358442570549,0.0007366664,,,
,,,,,600000,6.013226666666667e-05,-0.0013144307595212013,1460,-0.0017711217515170574,0.1115234375,0.3351336717605591,0.06013226666666667,-0.32565014362335204,0.5842230916023254,0.00945883360109292,0.00059513643,477.4,475.80152609999993,
2628,147,748.29,745.99906257,229,602112,,,,,,,,,,,,,,0.05859375
2638,148,733.41,731.1128867599999,229,606208,5.9859200000000004e-05,-0.00010726618784246966,1470,0.005895214155316353,0.1306884765625,0.33523890376091003,0.0598592,-0.3259774040430784,0.8145986199378967,0.018433147031464613,0.00078944303,,,
2647,149,733.41,731.0693158999999,230,610304,5.9586133333333335e-05,-0.0013328192100743764,1480,0.024149008095264435,0.1121826171875,0.3361924886703491,0.05958613333333334,-0.32714726626873014,0.7600317001342773,0.03754233573563397,0.00091588096,,,
2657,150,733.39,731.0953089099999,231,614400,5.931306666666667e-05,-0.0008007297932635993,1490,-0.0007710568024776876,0.0797607421875,0.3359566926956177,0.05931306666666667,-0.32879631109535695,0.8951326608657837,0.0023548112068965564,0.0004915032,,,
2667,151,718.14,715.9617304799999,231,618496,5.9040000000000004e-05,-0.0008569665180402808,1500,-0.0011923684505745769,0.07470703125,0.3350904881954193,0.05904000000000001,-0.3268565036356449,0.9720429182052612,0.000812883343314752,0.0005544064,,,
,,,,,620000,5.876693333333334e-05,-0.00073219413170591,1510,0.001699900720268488,0.112158203125,0.3350209891796112,0.05876693333333334,-0.3252790212631226,0.7683303356170654,0.022645176178775726,0.00075308443,468.0,466.16295709999997,
2703,152,721.75,719.5933570799998,230,622592,,,,,,,,,,,,,,0.05859375
2713,153,723.3,721.1182623399999,230,626688,5.849386666666667e-05,-0.000664259037876036,1520,0.0003934483975172043,0.0870849609375,0.33490437269210815,0.05849386666666667,-0.3253369253128767,0.6749536991119385,0.002969982256036019,0.0005202552,,,
2723,154,723.32,721.0984592400001,231,630784,5.822080000000001e-05,-0.0011326857274980284,1530,0.007726228795945644,0.092333984375,0.33531293272972107,0.05822080000000001,-0.3255728717893362,0.5220990180969238,0.03891080826288089,0.0008349255,,,
2733,155,723.32,721.11009163,232,634880,5.794773333333334e-05,-0.0014891851446009242,1540,-0.0005931372288614511,0.07236328125,0.3358987867832184,0.05794773333333334,-0.32710616663098335,0.9439900517463684,0.0011673031924146926,0.00066643505,,,
2742,156,714.33,712.10814731,232,638976,5.767466666666668e-05,-0.0008286260417662561,1550,-0.0017148739425465465,0.0607666015625,0.33522820472717285,0.05767466666666668,-0.3272668417543173,-0.7966190576553345,0.0013233121524535818,0.00039279938,,,
,,,,,640000,5.740160000000001e-05,-0.0015694467670982703,1560,0.00421132892370224,0.13896484375,0.3353133797645569,0.05740160000000001,-0.3258699283003807,0.8400580883026123,0.014574214245658367,0.0007941637,901.9,899.5576874000001,
2799,157,698.69,696.49347137,229,643072,,,,,,,,,,,,,,0.05859375
2808,158,685.6,683.4116840500001,230,647168,5.7128533333333334e-05,-0.0007366555328189861,1570,0.008119136095046997,0.1564697265625,0.33609840273857117,0.057128533333333335,-0.3274184450507164,0.8285316824913025,0.023382016748655587,0.0012381834,,,
2818,159,670.91,668.8039726300001,231,651264,5.685546666666667e-05,-0.0014705685374792666,1580,0.016026195138692856,0.153857421875,0.3360726535320282,0.05685546666666667,-0.32860074527561667,0.7874172925949097,0.03368198919342831,0.0017585405,,,
2828,160,667.95,665.8129659,231,655360,5.65824e-05,-0.0005263106228085235,1590,0.016988074406981468,0.0988037109375,0.3363516330718994,0.056582400000000005,-0.32892932929098606,0.624995231628418,0.037204778444720435,0.0007657574,,,
2838,161,670.8,668.6698181500001,232,659456,5.630933333333333e-05,-0.0010331759040127508,1600,-0.00019821571186184883,0.104541015625,0.33670204877853394,0.056309333333333336,-0.32980341725051404,0.8535994291305542,0.011575782335421536,0.00065744994,,,
,,,,,660000,5.603626666666667e-05,-0.0008583504517446272,1610,0.0011096986709162593,0.05849609375,0.3361441195011139,0.05603626666666667,-0.32964780032634733,0.9884297847747803,0.0003472169877568376,0.00028308117,792.3,789.8387038999999,
2890,162,700.25,698.11133468,229,663552,,,,,,,,,,,,,,0.05859375
2901,163,705.64,703.5209791099999,230,667648,5.57632e-05,-0.0009257331752451136,1620,0.00028333067893981934,0.0551025390625,0.3355554938316345,0.055763200000000006,-0.3278067585080862,-4.084301471710205,0.0003546082549291896,0.00029693719,,,
2910,164,702.11,699.9884879599999,230,671744,5.549013333333334e-05,-0.0006776407564757392,1630,0.005358721129596233,0.1107421875,0.33582422137260437,0.05549013333333334,-0.3272774487733841,0.8743618130683899,0.013353754280251451,0.0009222535,,,
2919,165,697.62,695.5089147,231,675840,5.5217066666666663e-05,-0.0015049020541482605,1640,0.006769268773496151,0.1393310546875,0.3361015021800995,0.05521706666666666,-0.32826532535254954,0.868963360786438,0.012068995292065666,0.001353906,,,
2929,166,691.67,689.53524995,232,679936,5.4943999999999994e-05,-0.0015807490635779686,1650,0.01491108164191246,0.1033935546875,0.3357679545879364,0.05494399999999999,-0.3281137801706791,0.7648686170578003,0.045914072170853616,0.00061465165,,,
,,,,,680000,5.467093333333333e-05,-0.0006466912484029308,1660,0.02819906547665596,0.1621337890625,0.3357563614845276,0.05467093333333333,-0.32752477638423444,0.7434160709381104,0.024733902496518568,0.001026233,534.7,532.7890327,
2968,167,701.5,699.34486899,230,684032,,,,,,,,,,,,,,0.05859375
2977,168,714.18,712.00809033,231,688128,5.439786666666666e-05,-0.001453501825744752,1670,0.00029685828485526145,0.0745361328125,0.335305780172348,0.05439786666666666,-0.326846182718873,-1.7873008251190186,0.0011719149788405048,0.00069358526,,,
2987,169,674.42,672.2492424699999,231,692224,5.41248e-05,-0.0006528982412419282,1680,0.005421798676252365,0.1467529296875,0.335735559463501,0.0541248,-0.3267782300710678,0.7759038805961609,0.016296535011497325,0.0010986688,,,
2997,170,684.58,682.4422142400002,232,696320,5.385173333333333e-05,-0.0010919738211669027,1690,0.011936280876398087,0.0911376953125,0.3359795808792114,0.05385173333333333,-0.3279186990112066,0.7436099052429199,0.04266121203545481,0.00070147164,,,
,,,,,700000,5.357866666666667e-05,-0.0005868766296771355,1700,0.0012492798268795013,0.0700927734375,0.33471083641052246,0.05357866666666666,-0.3265836231410503,-0.37167060375213623,0.005447280663793208,0.00042340282,869.2,866.7272446999999,
3054,171,662.06,659.87258252,229,700416,,,,,,,,,,,,,,0.05859375
3063,172,647.79,645.51866647,229,704512,5.33056e-05,-0.0013235694554168732,1710,0.026157768443226814,0.11201171875,0.3344755172729492,0.0533056,-0.3239321313798428,0.724524974822998,0.06593900895677507,0.0008621882,,,
3073,173,655.22,652.88641993,230,708608,5.303253333333333e-05,-0.00056549505534349,1720,0.007969474419951439,0.1332763671875,0.3346248269081116,0.05303253333333333,-0.32385542020201685,0.836780309677124,0.03658032964449376,0.000843243,,,
3083,174,659.05,656.71899883,231,712704,5.275946666666667e-05,-0.0009786358947167172,1730,-0.0011611011577770114,0.084033203125,0.3351975977420807,0.05275946666666667,-0.3248857159167528,0.756774365901947,0.023239531108993107,0.00048618214,,,
3093,175,651.3,648.9844391900001,231,716800,5.24864e-05,-0.0007459254884452093,1740,0.004762737546116114,0.11953125,0.33580002188682556,0.0524864,-0.32687517926096915,0.7674739360809326,0.020083780036657117,0.0007716883,,,
,,,,,720000,5.221333333333334e-05,-0.0009577112243277953,1750,0.006382495164871216,0.1515625,0.3356330990791321,0.052213333333333334,-0.3275045804679394,0.8407379388809204,0.022148567604017445,0.0010122361,804.2,801.7145296,
3148,176,650.38,648.05710845,228,720896,,,,,,,,,,,,,,0.05859375
3158,177,650.4,648.0664048,229,724992,5.194026666666667e-05,-0.0013476785250531975,1760,0.007090386003255844,0.1216064453125,0.3354697823524475,0.05194026666666667,-0.32694797180593016,0.7414054274559021,0.01818215794628486,0.001077659,,,
3168,178,641.33,638.97822579,230,729088,5.1667200000000006e-05,-0.00046665048721479253,1770,-0.00041164871072396636,0.076123046875,0.33528754115104675,0.0516672,-0.3264913152903318,0.9876976609230042,0.00044453211339714473,0.000456669,,,
3178,179,657.39,654.99774095,230,733184,5.1394133333333337e-05,-0.0009939881376340054,1780,0.0008230634266510606,0.088134765625,0.33569756150245667,0.05139413333333334,-0.3267307013273239,0.7241318225860596,0.006976277881767601,0.00058255804,,,
3188,180,648.85,646.4572990500001,231,737280,5.1121066666666674e-05,-0.0011318510863929988,1790,-0.00034039560705423355,0.10654296875,0.3358820974826813,0.05112106666666667,-0.32772991955280306,-0.19711923599243164,0.010218020889442413,0.00079909,,,
,,,,,740000,5.0848000000000005e-05,-0.00012991673138458283,1800,0.001954138744622469,0.087353515625,0.3364630341529846,0.050848000000000004,-0.32872156538069247,0.9381756782531738,0.007141571237298194,0.00078481244,765.7,763.7451609,
3242,181,658.72,656.31108037,228,741376,,,,,,,,,,,,,,0.05859375
3252,182,650.22,647.85141087,229,745472,5.057493333333334e-05,-0.0002532752288971096,1810,0.006666466128081083,0.1029052734375,0.3357177674770355,0.05057493333333334,-0.32880345173180103,0.4101797342300415,0.02201810359256342,0.0006114435,,,
3262,183,652.78,650.41904355,229,749568,5.0301866666666674e-05,-0.0011097550581325778,1820,-0.0023131617344915867,0.0851318359375,0.3357853293418884,0.050301866666666674,-0.3274255648255348,0.9403095245361328,0.0036782336552278138,0.00045465617,,,
3273,184,649.32,646.97029718,230,753664,5.002880000000001e-05,-0.0005199415245442651,1830,0.0006747765582986176,0.06943359375,0.3352894186973572,0.05002880000000001,-0.32705092914402484,-2.4589431285858154,0.00022234112402657046,0.0005513003,,,
3282,185,621.87,619.59438093,230,757760,4.975573333333333e-05,-0.0013949018451967278,1840,0.015755528584122658,0.1265625,0.33507439494132996,0.04975573333333333,-0.32571840435266497,0.7530798316001892,0.035251854360103606,0.0008817644,,,
,,,,,760000,4.9482666666666666e-05,-0.000955641272594221,1850,0.018735874444246292,0.11220703125,0.3347342014312744,0.04948266666666667,-0.32507857866585255,0.8449340462684631,0.03059063804685138,0.0008513789,409.7,408.254308,
3314,186,632.17,629.9080759,229,761856,,,,,,,,,,,,,,0.05859375
3325,187,641.34,639.0680240400001,230,765952,4.92096e-05,-0.00022787855850765483,1860,0.0009161635534837842,0.10693359375,0.33434516191482544,0.0492096,-0.3239607769995928,-0.9846920967102051,0.00522105700802058,0.00052842725,,,
3335,188,663.37,661.13670086,230,770048,4.8936533333333335e-05,-3.256832715123892e-05,1870,0.013839224353432655,0.122216796875,0.3344477713108063,0.04893653333333334,-0.3234254829585552,0.7970932722091675,0.023626177370897495,0.00071048795,,,
3345,189,669.27,667.1083683200002,231,774144,4.8663466666666666e-05,-0.0003169987132423557,1880,0.00777087127789855,0.1047607421875,0.33555763959884644,0.04866346666666667,-0.3251913882791996,0.6694301962852478,0.014272410137346014,0.00047223718,,,
3355,190,688.76,686.5344501300001,231,778240,4.8390400000000003e-05,-0.0002910185678047128,1890,0.016745416447520256,0.1034423828125,0.3356086313724518,0.0483904,-0.3272116668522358,0.659854531288147,0.045458628330379725,0.000571691,,,
,,,,,780000,4.8117333333333334e-05,-0.0006642675492912531,1900,0.0009143307688646019,0.0435302734375,0.3352958559989929,0.04811733333333334,-0.32665220387279986,-0.5498849153518677,0.0007762136825476773,0.00027953048,896.3,893.9032005000001,
3414,191,689.94,687.7178504600001,229,782336,,,,,,,,,,,,,,0.05859375
3424,192,712.28,710.0358982500002,229,786432,4.784426666666667e-05,-0.0011610505622229538,1910,-0.0010892500868067145,0.07626953125,0.33570295572280884,0.04784426666666667,-0.3267042443156242,0.6594243049621582,0.004181926438468509,0.0003143872,,,
3435,193,706.38,704.1650066400002,230,790528,4.75712e-05,-0.0005341545780538582,1920,0.0059984466060996056,0.1168212890625,0.3355030119419098,0.04757120000000001,-0.3271869529038668,0.4687148332595825,0.018194671138189733,0.0006721373,,,
3446,194,706.39,704.1801831599997,230,794624,4.729813333333334e-05,0.00040756183152552695,1930,-0.0020076208747923374,0.0983642578125,0.33537009358406067,0.04729813333333334,-0.3265828836709261,0.9663615822792053,0.002382484960980946,0.00039026345,,,
3456,195,703.61,701.3977240999999,231,798720,4.702506666666667e-05,-0.001338089159980882,1940,-0.0020899188239127398,0.08056640625,0.33530616760253906,0.04702506666666667,-0.3263032607734203,0.9497931003570557,0.0010141383079826482,0.0003906733,,,
,,,,,800000,4.675200000000001e-05,-0.00071844488120405,1950,0.00478710513561964,0.114990234375,0.33519378304481506,0.04675200000000001,-0.3260999616235495,0.5168801546096802,0.024484836438205093,0.00053702405,901.7,899.6291078,
3518,196,702.84,700.6317203899998,228,802816,,,,,,,,,,,,,,0.05859375
3528,197,713.34,711.1121010300002,228,806912,4.647893333333334e-05,-0.0005611951630271506,1960,-0.0006607876275666058,0.0649169921875,0.3353922367095947,0.04647893333333334,-0.3262153919786215,0.9002795815467834,0.0018979033597133822,0.00030299363,,,
3538,198,698.18,696.0324877499999,229,811008,4.6205866666666664e-05,-0.0015846918962779456,1970,0.0035716374404728413,0.12412109375,0.3358585834503174,0.046205866666666665,-0.3270982962101698,0.8330405950546265,0.025363447636482305,0.00050174753,,,
3548,199,695.41,693.2466508199999,229,815104,4.5932799999999995e-05,-0.001106479816735373,1980,0.006124874576926231,0.126171875,0.3360868990421295,0.045932799999999996,-0.3282635357230902,0.7636204957962036,0.02020718951243907,0.00059520593,,,
3559,200,692.42,690.2383870299999,230,819200,4.565973333333333e-05,-0.0002231844118796289,1990,0.011676461435854435,0.166455078125,0.33576253056526184,0.045659733333333334,-0.3280860509723425,0.8000162243843079,0.023530822282191367,0.00073515926,,,
,,,,,820000,4.5386666666666664e-05,-0.00044101595267420635,2000,0.009443694725632668,0.0865234375,0.3360562026500702,0.045386666666666665,-0.3278287652879953,0.8701830506324768,0.015970175579423086,0.0005581797,803.4,800.9228274999999,
3615,201,689.87,687.6931082100001,227,823296,,,,,,,,,,,,,,0.05859375
3625,202,727.84,725.4509711999999,228,827392,4.51136e-05,-0.0013220392778748647,2010,0.004676089156419039,0.094970703125,0.3361509442329407,0.045113600000000004,-0.32866174094378947,0.8706960678100586,0.012323523103259505,0.00037074072,,,
3635,203,687.73,685.3441238499998,228,831488,4.484053333333333e-05,-0.0009928681116434745,2020,0.025306593626737595,0.1166015625,0.3369600176811218,0.044840533333333335,-0.3297566998749971,0.563778281211853,0.05102301968727261,0.00056891696,,,
3645,204,676.3,673.9141382299999,229,835584,4.456746666666667e-05,-0.0006436107447370887,2030,0.013126645237207413,0.112451171875,0.3370606601238251,0.044567466666666666,-0.3313740219920874,0.8075287342071533,0.05113842294085771,0.0005376824,,,
3655,205,662.36,659.88735273,229,839680,4.42944e-05,-0.00019654497591545806,2040,0.009975403547286987,0.0838134765625,0.33734920620918274,0.044294400000000005,-0.3318569056689739,0.8461037874221802,0.02460210011340678,0.00048192393,,,
,,,,,840000,4.402133333333334e-05,-0.0008366406225832179,2050,0.0017857733182609081,0.0778076171875,0.3372279703617096,0.044021333333333336,-0.332217774912715,0.9043428897857666,0.00899177510291338,0.00033053622,677.3,675.0848305,
3704,206,661.51,659.1291344399999,227,843776,,,,,,,,,,,,,,0.05859375
3714,207,671.35,668.97265793,228,847872,4.374826666666667e-05,-0.0007059146300889552,2060,0.0003543675411492586,0.0728271484375,0.33740952610969543,0.043748266666666674,-0.3320997551083565,0.82061767578125,0.0033360562309098897,0.00023526182,,,
3725,208,633.77,631.35753002,228,851968,4.347520000000001e-05,-0.0007475466503819916,2070,-0.0016099108615890145,0.0841552734375,0.3375400900840759,0.043475200000000006,-0.3326689530164003,-0.8160785436630249,0.0011481048946734517,0.00029037544,,,
3735,209,653.42,651.00971421,229,856064,4.320213333333334e-05,-0.00012265233235666528,2080,0.011178583838045597,0.1200927734375,0.3376602828502655,0.04320213333333334,-0.33309651240706445,0.8109641075134277,0.02581148212775588,0.00037742953,,,
,,,,,860000,4.2929066666666675e-05,-0.0008047104551224038,2090,-0.001585317077115178,0.0622314453125,0.33765241503715515,0.042929066666666675,-0.3332206454128027,-0.3416529893875122,0.002131729372922564,0.00029999847,1000.0,997.8329026000001,
3799,210,653.35,650.89443349,226,860160,,,,,,,,,,,,,,0.05859375
3810,211,622.02,619.6162021600001,226,864256,4.2656000000000006e-05,-0.0008665973116876557,2100,0.004206095822155476,0.105517578125,0.33833813667297363,0.042656000000000006,-0.3340924374759197,0.7922852635383606,0.021756294863007498,0.00041763694,,,
3820,212,639.21,636.7988105500001,227,868352,4.238293333333333e-05,-0.000501923801493831,2110,0.0018678305204957724,0.130712890625,0.3388288617134094,0.04238293333333333,-0.33588856272399426,0.7781462073326111,0.030496010364731773,0.0007481382,,,
3830,213,625.8,623.4322913100001,227,872448,4.210986666666666e-05,-0.0007278587829205208,2120,-0.0004305714392103255,0.0476318359375,0.3383232057094574,0.04210986666666666,-0.3360734574496746,0.9846908450126648,0.00045992114737600784,0.00025838695,,,
3840,214,641.88,639.4776514099999,228,876544,4.18368e-05,-0.0008639119550934993,2130,-0.000294972094707191,0.1161376953125,0.3387582302093506,0.0418368,-0.33571765162050726,0.9004108905792236,0.015621122237644159,0.00046651566,,,
,,,,,880000,4.156373333333333e-05,-0.0006605950562516228,2140,-0.0009841450955718756,0.0650390625,0.3383769690990448,0.04156373333333333,-0.33604934960603716,0.528740406036377,0.0033392661789548583,0.0003278087,632.1,629.5002527999999,
