time/iterations,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,train/clip_range,rollout/ep_len_mean,train/learning_rate,train/entropy_loss,train/clip_fraction,train/loss,train/value_loss,train/std,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/n_updates,eval/mean_reward,eval/mean_ep_length,curriculum/shake_force
102,405,208896,515,730.9068881400001,0.06552533333333334,736.72,6.552533333333334e-05,-1.1554378494620323,0.023876953125,0.005929059814661741,0.01604217405547388,0.7694950103759766,0.0004758424,0.9565050005912781,-0.0010814403009135275,1010,,,
103,407,210944,517,730.7223486700001,0.06518399999999999,736.72,6.5184e-05,-1.158035823702812,0.02216796875,0.014686682261526585,0.024116681137820707,0.7710466384887695,0.00031713716,0.9216452240943909,-0.0005838141223648563,1020,,,
104,409,212992,520,722.9178013599999,0.06484266666666667,728.8,6.484266666666668e-05,-1.1588623270392417,0.01455078125,0.006222381256520748,0.017264336778316645,0.7706907391548157,0.0002523639,0.9288297891616821,-0.0010524029290536418,1030,,,
105,411,215040,522,732.4035064699998,0.06450133333333333,738.34,6.450133333333333e-05,-1.1581985250115394,0.019189453125,0.00292489817366004,0.018372579070273787,0.7701884508132935,0.0003116348,0.854147732257843,-0.0013059282704489306,1040,,,
106,413,217088,525,730.5144724100002,0.06416,736.35,6.416e-05,-1.1577742472290993,0.020751953125,0.011305469088256359,0.023926259548170493,0.7702532410621643,0.00030871452,0.8586204051971436,-0.0009936646980349905,1050,,,
107,415,219136,527,718.73961294,0.06381866666666666,724.54,6.381866666666667e-05,-1.1590926200151443,0.023095703125,0.010274205356836319,0.035261044814251366,0.7722201943397522,0.00033214272,0.8660257458686829,-0.0009523686603643,1060,,,
,,220000,,,0.06347733333333334,,6.347733333333334e-05,-1.161285364627838,0.024267578125,0.007503352127969265,0.028824902314227074,0.7734951972961426,0.00045542634,0.9210717678070068,-0.0015363202284788713,1070,640.8419597,646.9,
108,404,221184,546,706.8257794899998,,712.52,,,,,,,,,,,,,1.1920928955078125
109,406,223232,549,684.6011718,0.063136,690.4,6.313599999999999e-05,-1.161164866387844,0.028076171875,0.01841362752020359,0.04560843459330499,0.7716266512870789,0.0003049383,0.8808068037033081,-0.0016741466301027686,1080,,,
110,408,225280,552,686.9889169600001,0.06279466666666667,692.82,6.279466666666666e-05,-1.1602591946721077,0.01533203125,0.03588533401489258,0.08465591454878449,0.7728720903396606,0.0003896781,0.8398716449737549,-0.0005399273446528241,1090,,,
111,409,227328,554,692.00322863,0.06245333333333334,697.83,6.245333333333334e-05,-1.1599224478006362,0.029833984375,0.016822438687086105,0.041064011259004475,0.7706441283226013,0.00028472897,0.8786087036132812,-0.001505727287440095,1100,,,
112,411,229376,556,690.8108765400002,0.062112,696.88,6.2112e-05,-1.158263051509857,0.020458984375,0.02521369978785515,0.031015009817201643,0.7706100344657898,0.0003879215,0.8534878492355347,-0.0012662808287132066,1110,,,
113,413,231424,559,684.44326335,0.06177066666666667,690.51,6.177066666666667e-05,-1.1587115213274957,0.021826171875,0.02217145264148712,0.04855022160336375,0.7711231708526611,0.00027625298,0.8653258085250854,-0.0005946077639237046,1120,,,
114,415,233472,562,693.35783372,0.061429333333333336,699.69,6.142933333333335e-05,-1.158699455857277,0.07841796875,0.007491622120141983,0.02598981874762103,0.7705098390579224,0.00076305354,0.8635736107826233,-0.0021686546635464763,1130,,,
115,417,235520,564,693.35783372,0.061088,699.69,6.1088e-05,-1.159268355369568,0.02841796875,0.0364367701113224,0.052292913827113804,0.7721902132034302,0.00031199487,0.810153067111969,-0.0009312351088738069,1140,,,
116,419,237568,566,706.7547461399997,0.060746666666666664,713.04,6.0746666666666666e-05,-1.159376333653927,0.02470703125,0.0007622505072504282,0.008057299317442812,0.7699292898178101,0.00034161244,0.7633752822875977,-0.0009598562552127987,1150,,,
117,420,239616,569,702.6390077400001,0.06040533333333334,708.87,6.0405333333333336e-05,-1.1567091792821884,0.008154296875,0.02631036378443241,0.0684611848089844,0.769119918346405,0.00024388186,0.8641664981842041,-0.0007751567813102156,1160,,,
,,240000,,,0.060064000000000006,,6.0064000000000006e-05,-1.1568148970603942,0.0076171875,0.012120556086301804,0.04368981369771063,0.7697860598564148,0.00020152496,0.8810415863990784,-0.00037441581953316926,1170,660.1670992,668.2,
118,409,241664,590,698.28847415,,704.66,,,,,,,,,,,,,1.1920928955078125
119,411,243712,592,697.7739463700001,0.059722666666666674,704.13,5.972266666666667e-05,-1.1577350586652755,0.0099609375,0.03154999762773514,0.05497913563158363,0.770459771156311,0.00019194948,0.8748445510864258,-0.0005645254481351003,1180,,,
120,412,245760,595,689.21462665,0.059381333333333335,695.49,5.9381333333333334e-05,-1.159127776324749,0.050732421875,0.017321811988949776,0.03696767068468034,0.7721471190452576,0.000492864,0.9178425073623657,-0.0012092888209735975,1190,,,
121,414,247808,597,692.6519424499998,0.05904000000000001,698.92,5.9040000000000004e-05,-1.1599154397845268,0.00283203125,0.023664899170398712,0.046445708931423725,0.7714532613754272,7.2418625e-05,0.8949459791183472,-0.0010146065411390736,1200,,,
122,416,249856,600,696.3998415000002,0.05869866666666667,702.7,5.869866666666667e-05,-1.1600060120224953,0.025341796875,0.009672163985669613,0.020879774331115188,0.7722446918487549,0.00036270407,0.8512908816337585,-0.0007056191039737314,1210,,,
123,417,251904,602,696.7041241900001,0.05835733333333333,702.94,5.835733333333333e-05,-1.1596772745251656,0.0111328125,0.02648763172328472,0.04964626857545227,0.7708253860473633,0.000113330345,0.9132366180419922,-0.0005274031864246354,1220,,,
124,419,253952,605,695.5038033699999,0.058016000000000005,701.89,5.8016e-05,-1.1585452079772949,0.016552734375,0.00621325708925724,0.025707726122345776,0.7706356644630432,0.00023840921,0.9169261455535889,-0.0006054445148038212,1230,,,
125,421,256000,607,697.2081941799999,0.05767466666666668,703.72,5.767466666666668e-05,-1.1596826255321502,0.022802734375,0.012405889108777046,0.04282302560750395,0.7727158665657043,0.00030797342,0.8761159181594849,-0.0005061300289526116,1240,,,
126,422,258048,610,686.1232315799998,0.057333333333333326,692.56,5.733333333333333e-05,-1.1618707865476607,0.012744140625,0.011925660073757172,0.0390757437213324,0.7736448645591736,0.0002836455,0.8764713406562805,-0.0004552843107376248,1250,,,
,,260000,,,0.056992,,5.6992e-05,-1.1617107421159745,0.012158203125,0.03428833931684494,0.08199270949698985,0.772776186466217,0.00016948831,0.860762357711792,-0.0007164282316807658,1260,709.9480749,717.8,
127,411,260096,632,677.2003124299999,,683.56,,,,,,,,,,,,,1.1920928955078125
128,412,262144,634,675.8311036399999,0.056650666666666676,682.41,5.6650666666666676e-05,-1.1612225517630577,0.028271484375,0.017567964270710945,0.0381075335200876,0.772982656955719,0.00030286048,0.9064010381698608,-0.0008438640012172982,1270,,,
129,414,264192,637,677.50008051,0.056309333333333336,683.95,5.630933333333333e-05,-1.1622934520244599,0.026513671875,0.02845975011587143,0.036092122143600136,0.7743812203407288,0.00021362011,0.851358950138092,-0.0009226418580510654,1280,,,
130,415,266240,640,674.98274282,0.055968,681.39,5.5968e-05,-1.1638941243290901,0.031103515625,0.014084258116781712,0.03551118291215971,0.7751644849777222,0.0003689546,0.9258289933204651,-0.0007056500122416765,1290,,,
131,417,268288,643,685.1204888699999,0.05562666666666667,691.62,5.5626666666666674e-05,-1.1645086228847503,0.023681640625,0.008463556878268719,0.04418086132500321,0.7757117748260498,0.0003085972,0.8550220727920532,-0.0007709428762609604,1300,,,
132,418,270336,645,685.73458767,0.05528533333333333,692.14,5.528533333333333e-05,-1.165012165904045,0.021142578125,0.008098354563117027,0.024104618467390537,0.7755234241485596,0.00024016888,0.9178292155265808,-0.0008777884562732652,1310,,,
133,419,272384,648,678.8991910000001,0.05494399999999999,685.29,5.4943999999999994e-05,-1.1649781480431556,0.01484375,0.005077383480966091,0.026365395030006768,0.776035726070404,0.00029398385,0.9044294357299805,-0.0006330179021460935,1320,,,
134,421,274432,651,682.05680854,0.05460266666666667,688.55,5.460266666666667e-05,-1.1653131783008575,0.036669921875,0.011848394758999348,0.03857952700927854,0.775928795337677,0.00034657173,0.8740886449813843,-0.001151779416250065,1330,,,
135,422,276480,654,671.5769321700001,0.05426133333333334,677.91,5.426133333333334e-05,-1.1663154244422913,0.043212890625,0.01026175357401371,0.034126581926830116,0.777726948261261,0.00032415584,0.9098504781723022,-0.0011613748996751384,1340,,,
136,423,278528,657,666.4798763500002,0.05392,672.71,5.3920000000000006e-05,-1.1676847517490387,0.0107421875,0.042035289108753204,0.06427563328761607,0.7777162194252014,0.0001794642,0.9165294766426086,-0.00038095083145890386,1350,,,
,,280000,,,0.05357866666666666,,5.357866666666667e-05,-1.167980571091175,0.003369140625,0.014785735867917538,0.02330319891916588,0.7785565853118896,0.00015698207,0.908072829246521,-0.00019274157093605027,1360,490.87034860000006,496.0,
137,415,280576,674,667.6973116699999,,674.03,,,,,,,,,,,,,1.1920928955078125
138,417,282624,677,661.1722238100001,0.05323733333333334,667.51,5.323733333333334e-05,-1.1681669250130653,0.01435546875,0.012834073975682259,0.02038329765200615,0.7776654362678528,0.00028124716,0.9351668357849121,-0.000588297878857702,1370,,,
139,418,284672,680,671.4330043399999,0.052896,677.81,5.2896e-05,-1.1673180311918259,0.0314453125,0.013874771073460579,0.04064275986747816,0.7773637175559998,0.0003208831,0.9020715951919556,-0.000548749984591268,1380,,,
140,419,286720,683,668.10063542,0.052554666666666666,674.47,5.255466666666666e-05,-1.1664773613214492,0.046923828125,0.015601063147187233,0.02703812582185492,0.7765702605247498,0.00034096013,0.9203441739082336,-0.001011190252029337,1390,,,
141,420,288768,686,676.5223263,0.052213333333333334,683.13,5.221333333333334e-05,-1.1663300022482872,0.0341796875,0.011967523023486137,0.02491499836323783,0.777048647403717,0.00029547102,0.9086243510246277,-0.0004246487573254853,1400,,,
142,422,290816,688,675.9063005400001,0.05187200000000001,682.35,5.187200000000001e-05,-1.166887018084526,0.04326171875,0.012286891229450703,0.036144527210854,0.7773473262786865,0.00033416442,0.9038817882537842,-0.0011503159767016768,1410,,,
143,423,292864,691,684.09344775,0.05153066666666667,690.53,5.153066666666667e-05,-1.1676362052559852,0.019775390625,0.008465521037578583,0.022127536381594835,0.7783385515213013,0.00027332755,0.9105657935142517,-0.00047828235838096587,1420,,,
144,424,294912,694,686.55757061,0.05118933333333334,693.04,5.1189333333333335e-05,-1.1686211764812469,0.012060546875,0.008238674141466618,0.024466953362571077,0.778578519821167,0.00015327544,0.9314641952514648,-0.000215629450394772,1430,,,
145,426,296960,696,683.6458654300001,0.050848000000000004,690.26,5.0848000000000005e-05,-1.1684822916984559,0.016796875,0.028806179761886597,0.045665485737845304,0.7782837152481079,0.00019565347,0.8649353384971619,-0.0005470532603794708,1440,,,
146,427,299008,699,681.00026969,0.05050666666666667,687.54,5.050666666666667e-05,-1.169046513736248,0.013818359375,0.012216460891067982,0.025290581164881587,0.7795145511627197,0.00022968231,0.9290175437927246,-0.0003900950017850846,1450,,,
,,300000,,,0.05016533333333333,,5.016533333333333e-05,-1.1696803018450737,0.014013671875,0.025296470150351524,0.0468888362403959,0.7791856527328491,0.00016099343,0.9206669330596924,-0.0008091069496003911,1460,655.4652061999999,662.9,
147,418,301056,720,676.06715951,,682.36,,,,,,,,,,,,,1.1920928955078125
148,419,303104,722,679.8217305899999,0.04982400000000001,686.19,4.9824e-05,-1.1694191202521325,0.0115234375,0.011398358270525932,0.040882574359420686,0.7791008949279785,0.00013899527,0.8216737508773804,-0.0003696220985148102,1470,,,
149,420,305152,725,666.45094447,0.04948266666666667,672.85,4.9482666666666666e-05,-1.1688432008028031,0.020166015625,0.0006066649220883846,0.0065815538953756915,0.7784122228622437,0.00021644725,0.9370077252388,-0.0007018917502136901,1480,,,
150,422,307200,727,673.1391907000001,0.04914133333333334,679.56,4.914133333333334e-05,-1.16834304779768,0.048681640625,0.022812893614172935,0.04892772806342691,0.7783443331718445,0.00032515032,0.9135065078735352,-0.001077321678167209,1490,,,
151,423,309248,730,673.3532514899998,0.0488,679.67,4.88e-05,-1.169045227766037,0.0296875,0.01799556240439415,0.04414901148993522,0.779733419418335,0.00023311368,0.9295721054077148,-0.0010286221222486347,1500,,,
152,424,311296,733,672.2983538599998,0.04845866666666668,678.6,4.845866666666668e-05,-1.1698134422302247,0.01025390625,0.018255887553095818,0.05026311324909329,0.7788545489311218,0.00014035872,0.9337007999420166,-0.0006565952673554421,1510,,,
153,426,313344,735,678.91457566,0.04811733333333334,685.16,4.8117333333333334e-05,-1.169438548386097,0.015673828125,0.007308491971343756,0.017341686185682194,0.7797549962997437,0.00022151298,0.9392523765563965,-0.0006145661478512921,1520,,,
154,427,315392,737,678.1795802299999,0.047776,684.42,4.7776e-05,-1.171253153681755,0.008251953125,0.008700021542608738,0.023982893564971165,0.781482458114624,0.00011251331,0.9135116934776306,-0.00027997930301353334,1530,,,
155,428,317440,740,676.30236432,0.047434666666666674,682.45,4.743466666666667e-05,-1.1722455501556397,0.02861328125,0.011321045458316803,0.04200133667327464,0.7810617685317993,0.00015165561,0.9311420917510986,-0.001292133831884712,1540,,,
156,430,319488,742,678.4679873499999,0.047093333333333334,684.6,4.709333333333333e-05,-1.1720160469412804,0.009716796875,0.00868517067283392,0.020403641962911934,0.7814035415649414,9.643959e-05,0.92844557762146,-0.00029452028320520185,1550,,,
,,320000,,,0.04675200000000001,,4.675200000000001e-05,-1.1724060237407685,0.0115234375,0.0073974826373159885,0.021802263497374953,0.7815753817558289,0.00014789231,0.9446763396263123,-0.00044198515824973584,1560,724.9477594,732.5,
157,420,321536,765,678.4679873499999,,684.6,,,,,,,,,,,,,1.1920928955078125
158,421,323584,767,683.4893969699999,0.04641066666666667,689.58,4.6410666666666666e-05,-1.1729879066348077,0.00283203125,0.01659802347421646,0.0326198072405532,0.7822726368904114,5.2741176e-05,0.8928651213645935,-0.00028910728869959714,1570,,,
159,422,325632,770,674.7908950599999,0.04606933333333333,680.8,4.606933333333333e-05,-1.173708164691925,0.04140625,0.004000782500952482,0.01064855820586672,0.7827644348144531,0.00024009039,0.8614364862442017,-0.001418680623464752,1580,,,
160,423,327680,772,684.4445419899998,0.045728000000000005,690.43,4.572800000000001e-05,-1.1740571901202201,0.022705078125,0.014043738134205341,0.04608161579817534,0.7826941609382629,0.00016131639,0.9003456234931946,-0.0007290149398613722,1590,,,
161,425,329728,775,691.38446457,0.045386666666666665,697.51,4.5386666666666664e-05,-1.1741367608308793,0.02216796875,0.013358931988477707,0.030385462497361005,0.7831604480743408,0.00014653712,0.887381374835968,-0.0007006022962741554,1600,,,
162,426,331776,778,696.2946006099999,0.04504533333333334,702.32,4.504533333333334e-05,-1.174834842979908,0.058349609375,0.0019460618495941162,0.01048851670930162,0.7837017774581909,0.00028137618,0.9295389652252197,-0.0010070439835544675,1610,,,
163,427,333824,780,699.09451712,0.044704,705.12,4.4704000000000004e-05,-1.174824532866478,0.01064453125,0.025304848328232765,0.06745620910078287,0.7829908728599548,0.00013381976,0.8642969131469727,-0.00034435449342709037,1620,,,
164,428,335872,783,697.99570509,0.04436266666666666,704.27,4.436266666666666e-05,-1.1743665263056755,0.028125,0.015193531289696693,0.030012617318425326,0.7829375267028809,0.00015826157,0.8951952457427979,-0.001022366835968569,1630,,,
165,430,337920,785,692.20197089,0.044021333333333336,698.45,4.402133333333334e-05,-1.1735944017767905,0.0107421875,0.014474945142865181,0.0704748083371669,0.7821254730224609,0.00012415438,0.863778293132782,-0.0004719576667412184,1640,,,
166,431,339968,787,683.3060611099997,0.04368,689.56,4.368e-05,-1.1741136759519577,0.026611328125,0.04914252460002899,0.07595255956985056,0.7837251424789429,0.00015796107,0.8600557446479797,-0.0007566693937405943,1650,,,
,,340000,,,0.04333866666666667,,4.333866666666667e-05,-1.175273072719574,0.026318359375,0.029360197484493256,0.05063330666162073,0.7834535241127014,0.00017810374,0.8240225315093994,-0.0004673875984735787,1660,724.2711575,731.8,
167,422,342016,809,691.3178468,,697.76,,,,,,,,,,,,,1.1920928955078125
168,423,344064,812,688.41931173,0.04299733333333333,694.84,4.2997333333333336e-05,-1.1757600426673889,0.02490234375,0.03296239674091339,0.04443300437415019,0.7849776148796082,0.00017051338,0.8110119104385376,-0.0004780933857546188,1670,,,
169,424,346112,815,687.6647905600001,0.042656000000000006,694.09,4.2656000000000006e-05,-1.177947649359703,0.02548828125,0.005766074173152447,0.020791274425573648,0.786831796169281,0.00012353831,0.9305411577224731,-0.0016636719607049598,1680,,,
170,425,348160,817,702.8112520899999,0.04231466666666667,709.25,4.231466666666667e-05,-1.1798616901040078,0.015576171875,0.011261722072958946,0.02864153446862474,0.7877599596977234,0.00016748474,0.892482578754425,-0.0002703578968066722,1690,,,
171,427,350208,819,704.3618603299998,0.041973333333333335,710.8,4.1973333333333334e-05,-1.1800656720995903,0.026513671875,0.004908529110252857,0.007694349451048766,0.7872387766838074,0.00018872027,0.8008507490158081,-0.00034321686398470775,1700,,,
172,428,352256,822,698.38561034,0.041632,704.77,4.1632000000000004e-05,-1.1796079024672508,0.032958984375,0.04436732828617096,0.07168255555443466,0.7871651649475098,0.00020068325,0.8915950059890747,-0.0011623854239587671,1710,,,
173,429,354304,824,693.7069855500001,0.04129066666666667,700.07,4.129066666666667e-05,-1.1795915111899375,0.031640625,0.008729337714612484,0.03206769207026809,0.786999523639679,0.00018238826,0.928330659866333,-0.0008119714475469664,1720,,,
174,430,356352,827,699.08762976,0.04094933333333334,705.42,4.094933333333334e-05,-1.1793562710285186,0.034912109375,0.021804485470056534,0.02807035519508645,0.7868983149528503,0.00014373203,0.8870645761489868,-0.0007371803760179319,1730,,,
175,432,358400,829,695.1204962,0.040608000000000005,701.37,4.0608e-05,-1.179388554394245,0.009130859375,0.011741229332983494,0.02138042203732766,0.7869874238967896,0.00012902703,0.9006314873695374,-0.0003371771512320265,1740,,,
,,360000,,,0.040266666666666666,,4.0266666666666665e-05,-1.1795230031013488,0.0650390625,0.012641584500670433,0.02487481338903308,0.7872694134712219,0.000247397,0.8914249539375305,-0.0010434932133648544,1750,572.1187695000001,577.7,
176,425,360448,847,696.6940139600001,,703.02,,,,,,,,,,,,,1.1920928955078125
177,426,362496,849,683.56876101,0.03992533333333334,689.88,3.9925333333333336e-05,-1.1793490961194038,0.015869140625,0.019479572772979736,0.051847521658055486,0.7866106033325195,0.00010929926,0.8715454936027527,-0.0002687049563974142,1760,,,
178,427,364544,852,690.39069538,0.039584,696.68,3.9584e-05,-1.178884208202362,0.028857421875,0.025976886972784996,0.0630605026613921,0.7867127060890198,0.000104947685,0.9002788066864014,-0.0009204140922520309,1770,,,
179,428,366592,854,697.859648,0.039242666666666676,704.09,3.924266666666667e-05,-1.1787767976522445,0.03564453125,0.00025320594431832433,0.0023852019359765107,0.7862316966056824,0.00017060299,0.9459338188171387,-0.0006382854335242882,1780,,,
180,430,368640,857,699.1212254000003,0.038901333333333336,705.34,3.890133333333333e-05,-1.1788130193948745,0.020068359375,0.0022911701817065477,0.022837125812657177,0.7871150970458984,0.000108353735,0.9168122410774231,-0.00032113362103700636,1790,,,
181,431,370688,859,698.64853708,0.03856000000000001,704.97,3.856000000000001e-05,-1.179413156211376,0.00849609375,0.024367433041334152,0.07085915950592607,0.7867506146430969,7.676601e-05,0.8312362432479858,-0.00022147717390907928,1800,,,
182,432,372736,862,698.78198643,0.03821866666666667,704.97,3.8218666666666674e-05,-1.1786593198776245,0.012158203125,0.03881652653217316,0.07412199205718935,0.7860499024391174,8.6303306e-05,0.8331434726715088,-0.0006663318810751662,1810,,,
183,433,374784,864,702.6643615300002,0.03787733333333333,708.89,3.787733333333334e-05,-1.1779988989233972,0.0408203125,0.0036909368354827166,0.009414515452226624,0.7858539819717407,0.0001597814,0.8861856460571289,-0.0005565050494624301,1820,,,
184,434,376832,867,706.1432390700002,0.03753600000000001,712.43,3.7536e-05,-1.1773621201515199,0.02880859375,-0.000317220576107502,0.00239692455943441,0.7851307392120361,0.00013232158,0.948327898979187,-0.0005080989503767341,1830,,,
185,435,378880,869,709.87121889,0.03719466666666667,716.27,3.7194666666666665e-05,-1.176403521001339,0.025439453125,0.011263187043368816,0.029607080610003323,0.7839889526367188,0.00010545415,0.9127150177955627,-0.0006821039976784959,1840,,,
,,380000,,,0.036853333333333335,,3.685333333333334e-05,-1.175917960703373,0.02099609375,0.009188748896121979,0.025133046612609178,0.7848520278930664,0.00012875599,0.8598946332931519,-0.0005733128491556272,1850,679.3093993,685.7,
186,427,380928,890,720.78844466,,727.21,,,,,,,,,,,,,1.1920928955078125
187,428,382976,892,723.4372896000001,0.036512,729.89,3.6512000000000005e-05,-1.1771417945623397,0.0373046875,0.015905221924185753,0.04666705215349794,0.7853752970695496,0.00012973257,0.8901405334472656,-0.0009911673172609881,1860,,,
188,429,385024,895,699.0183380999999,0.03617066666666667,705.38,3.617066666666667e-05,-1.1775604113936424,0.035986328125,0.0287780724465847,0.06857778672128916,0.7857809662818909,0.00010831613,0.8859316110610962,-0.0008232435007812456,1870,,,
189,431,387072,897,703.00287479,0.03582933333333334,709.35,3.582933333333333e-05,-1.178026168048382,0.029248046875,0.020876944065093994,0.05129580714274198,0.7860232591629028,0.00012541443,0.9164158701896667,-0.0012066122886608354,1880,,,
190,432,389120,900,705.2079109099999,0.035488000000000006,711.66,3.5487999999999996e-05,-1.1783150479197502,0.010888671875,0.0041370633989572525,0.015831831190735102,0.7863867282867432,8.0510625e-05,0.8887174129486084,-0.0003382063674507663,1890,,,
191,433,391168,903,708.23262042,0.03514666666666667,714.63,3.5146666666666673e-05,-1.178771896660328,0.055859375,0.010652766562998295,0.05318033646326512,0.7867260575294495,0.00021248418,0.8837114572525024,-0.0008324808542965912,1900,,,
192,434,393216,905,699.8115356,0.03480533333333334,706.07,3.480533333333334e-05,-1.1791986867785453,0.00908203125,0.005105974152684212,0.022293748904485256,0.7869299650192261,5.0025585e-05,0.9117894172668457,-0.0003394380571990041,1910,,,
193,435,395264,908,704.0118923400001,0.034463999999999995,710.28,3.4464e-05,-1.1800064489245414,0.0224609375,0.013913286849856377,0.03184210631297901,0.7880887389183044,0.00010863869,0.9228745698928833,-0.0006696012715110555,1920,,,
194,436,397312,910,711.2078413200003,0.034122666666666676,717.54,3.4122666666666664e-05,-1.180597534775734,0.001708984375,0.052259836345911026,0.07131062268745154,0.7876977920532227,2.5817135e-05,0.8550050258636475,-9.505473426543176e-05,1930,,,
195,437,399360,912,715.3376262500001,0.03378133333333333,721.84,3.378133333333333e-05,-1.1793676614761353,0.014453125,0.005407118704169989,0.016912752599455416,0.7861425876617432,8.652388e-05,0.8916991949081421,-0.0005140568391652778,1940,,,
,,400000,,,0.03344000000000001,,3.3440000000000005e-05,-1.177945114672184,0.036669921875,0.02437695488333702,0.041015526541741565,0.7856686115264893,9.4705756e-05,0.7797397375106812,-0.0006844027928309515,1950,727.8946735999999,735.3,
196,429,401408,935,707.75955249,,714.16,,,,,,,,,,,,,1.1920928955078125
197,430,403456,937,706.70125555,0.033098666666666665,713.04,3.309866666666667e-05,-1.1778052747249603,0.01025390625,0.02069861628115177,0.025525895436294375,0.7858451008796692,6.930024e-05,0.9294034838676453,-0.00042343406530562786,1960,,,
198,431,405504,940,714.7212556700001,0.03275733333333335,721.16,3.2757333333333346e-05,-1.178114366531372,0.03720703125,0.02001546323299408,0.02964471062878147,0.7860592603683472,0.00016344953,0.9151734113693237,-0.0005746367649408057,1970,,,
199,432,407552,942,723.25106972,0.032416,729.7,3.2415999999999996e-05,-1.178403639793396,0.006787109375,0.012632490135729313,0.02918178910622373,0.7863460779190063,5.2089337e-05,0.9119869470596313,-0.00018898792623076588,1980,,,
200,433,409600,945,726.0530930199999,0.03207466666666667,732.41,3.207466666666666e-05,-1.1792506232857705,0.03544921875,0.007878451608121395,0.02727384396130219,0.7873214483261108,8.452564e-05,0.9110010266304016,-0.0006891594493936282,1990,,,
201,434,411648,947,736.9705303600001,0.031733333333333336,743.43,3.173333333333334e-05,-1.1801061481237411,0.007763671875,0.017935480922460556,0.027523666480556132,0.7877603769302368,5.2723015e-05,0.9242303371429443,-0.00023637617705389856,2000,,,
202,435,413696,950,737.16002615,0.031392,743.59,3.1392e-05,-1.1805301785469056,0.009521484375,0.0039893765933811665,0.03593298922642134,0.7880356907844543,7.606548e-05,0.826603889465332,-0.0002447188278893009,2010,,,
203,436,415744,952,732.77714471,0.03105066666666667,739.04,3.105066666666668e-05,-1.181103590130806,0.01572265625,0.0034345779567956924,0.023495802166871728,0.7886902689933777,7.524178e-05,0.931192934513092,-0.00035728363145608454,2020,,,
204,437,417792,955,737.27783257,0.03070933333333334,743.52,3.070933333333334e-05,-1.1811173021793366,0.00908203125,0.01917615905404091,0.04641323080286384,0.7879763245582581,7.494964e-05,0.9257333874702454,-0.0002641690953169018,2030,,,
205,438,419840,957,742.8376841,0.030367999999999992,749.05,3.036799999999999e-05,-1.1805948421359063,0.014599609375,0.0013904584338888526,0.0029127981135388835,0.7879233956336975,8.531049e-05,0.9383910298347473,-0.0002672977512702346,2040,,,
,,420000,,,0.030026666666666674,,3.0026666666666668e-05,-1.1807127475738526,0.03955078125,0.015810564160346985,0.02604049216606654,0.788131833076477,8.9468405e-05,0.8474574685096741,-0.0007082517375238239,2050,526.2034689,532.1,
206,432,421888,974,737.4838037499999,,743.68,,,,,,,,,,,,,1.1920928955078125
207,433,423936,976,737.29403694,0.029685333333333327,743.47,2.9685333333333332e-05,-1.1804443538188933,0.01201171875,0.008898653090000153,0.02669952077558264,0.7874013185501099,3.6808022e-05,0.9070823192596436,-0.0004046084934088867,2060,,,
208,434,425984,979,740.79611526,0.02934400000000001,747.15,2.934400000000001e-05,-1.179982841014862,0.031298828125,0.0369662344455719,0.0577063747216016,0.7875834703445435,6.9089234e-05,0.8645483255386353,-0.0004018142120912671,2070,,,
209,435,428032,981,743.48831728,0.029002666666666663,749.83,2.9002666666666673e-05,-1.1797919780015946,0.01552734375,0.026801493018865585,0.046387306810356674,0.7869485020637512,8.6348155e-05,0.8648797869682312,-0.00047517331113340334,2080,,,
210,436,430080,984,731.73878786,0.028661333333333344,738.14,2.8661333333333336e-05,-1.1792743101716041,0.029345703125,0.05508054792881012,0.10972064537927509,0.7868966460227966,8.947449e-05,0.8011071085929871,-0.0005658749694703146,2090,,,
211,438,432128,986,724.1572622099999,0.028319999999999998,730.47,2.832e-05,-1.179559449851513,0.0306640625,0.029752518981695175,0.06200931160710752,0.7874820828437805,9.086478e-05,0.9032437205314636,-0.0005906134261749685,2100,,,
212,439,434176,988,720.9197514399999,0.027978666666666666,727.19,2.7978666666666664e-05,-1.1798103585839272,0.034326171875,0.025680670514702797,0.05204264314379543,0.7869812846183777,9.798483e-05,0.9031809568405151,-0.000583536560588982,2110,,,
213,439,436224,991,726.6253841900001,0.027637333333333333,733.14,2.763733333333334e-05,-1.1794773906469345,0.0298828125,0.013713588006794453,0.036505924491211775,0.7871773838996887,6.4924185e-05,0.9049882888793945,-0.00047454373561777173,2120,,,
214,440,438272,994,711.3543859100001,0.027296,717.74,2.7296000000000004e-05,-1.1798861101269722,0.0125,0.019112300127744675,0.05859913716558367,0.7876046895980835,6.97918e-05,0.9081803560256958,-0.0001706865325104445,2130,,,
,,440000,,,0.02695466666666667,,2.6954666666666668e-05,-1.179954080283642,0.0037109375,0.015913940966129303,0.04278133916668594,0.7871618866920471,1.9103667e-05,0.9302003383636475,-0.00022379288857337086,2140,705.598502,712.6,
215,433,440320,1016,701.3065839099999,,707.53,,,,,,,,,,,,,1.1920928955078125
216,434,442368,1018,711.1288959099999,0.026613333333333336,717.45,2.661333333333333e-05,-1.1798372969031334,0.008203125,0.03750242292881012,0.05662585985846817,0.7876107692718506,3.4338387e-05,0.8791132569313049,-0.0002615961158880964,2150,,,
