time/total_timesteps,time/fps,time/iterations,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/approx_kl,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/learning_rate,train/std,train/loss,train/clip_fraction,train/clip_range,train/explained_variance,eval/mean_reward,eval/mean_ep_length,curriculum/start_tilt
509952,312,249,1633,323.3,273.97597481,0.0024713606,2480,0.9983732655644417,-0.000471156692947261,0.003359279419237282,0.0002238144,0.08912532776594162,0.006399143021553755,0.034326171875,0.14920960000000003,0.991675615310669,,,
512000,312,250,1637,305.0,254.65012875,0.004784938,2490,1.0006843216717243,-0.0021103421517182142,0.0005709047717573412,0.00022350719999999997,0.08875953406095505,-0.011958518996834755,0.060693359375,0.14900480000000002,0.9979010224342346,,,
514048,313,251,1641,305.07,254.90129811,0.004995497,2500,1.0012967899441718,-0.003401107754325494,0.0009350234169687611,0.00022319999999999998,0.08911587297916412,0.0015193390427157283,0.070947265625,0.14880000000000002,0.9973301291465759,,,
516096,313,252,1645,294.16,244.52201823000004,0.010550864,2510,0.9937247276306153,0.00122312881576363,0.0007997645546311105,0.0002228928,0.09012823551893234,-0.002344328910112381,0.073193359375,0.14859520000000004,0.997438371181488,,,
518144,313,253,1650,302.62,254.33386974999996,0.0018233978,2520,0.9843093603849411,-0.0022148778021801262,0.0009306739074418146,0.00022258559999999996,0.09065260738134384,-0.0043998658657073975,0.03173828125,0.1483904,0.9963188767433167,,,
520000,,,,,,0.0024757506,2530,0.9880999624729156,-0.002701386739499867,0.0009770810858753976,0.0002222784,0.0893014445900917,-0.003230287227779627,0.0279296875,0.14818560000000003,0.9954208135604858,594.2605592,612.2,
520192,311,254,1671,301.56,254.21757164999997,,,,,,,,,,,,,,1.244572877874844
522240,311,255,1676,318.68,273.18949908,0.0018857871,2540,0.9981885641813278,0.0005086322707938962,0.0019279942811408547,0.00022197119999999997,0.08918596804141998,-0.00085183180635795,0.04462890625,0.14798080000000002,0.9932243227958679,,,
524288,311,256,1680,298.82,253.34477759,0.0033864672,2550,1.0016582489013672,-0.004441000788938254,0.0005460959984702641,0.00022166399999999997,0.08842004835605621,-0.000822773203253746,0.041357421875,0.14777600000000002,0.9988638162612915,,,
526336,312,257,1684,318.37,272.84966969000004,0.004205869,2560,1.0061835378408432,-0.0031608739285729826,0.001567846379475668,0.0002213568,0.08854518830776215,0.016201868653297424,0.064599609375,0.1475712,0.9976096153259277,,,
528384,313,258,1688,337.19,292.37310872,0.0020959494,2570,1.0089036464691161,-0.004938218655297533,0.0006740090082530514,0.00022104959999999995,0.08769974857568741,-0.000292548123979941,0.077587890625,0.1473664,0.9989753365516663,,,
530432,313,259,1691,335.97,292.34734526,0.0019884754,2580,1.0190424293279647,-0.0003225053907954134,7.445277582291965e-05,0.00022074239999999998,0.08711104840040207,-0.0020460477098822594,0.03505859375,0.1471616,0.9984872937202454,,,
532480,313,260,1696,306.83,263.5298748099999,0.0048759864,2590,1.021458688378334,-0.003189875723910518,0.0002593432748653868,0.00022043519999999996,0.08721335232257843,-0.002924339147284627,0.04130859375,0.1469568,0.99959397315979,,,
534528,314,261,1700,315.42,273.26065853999995,0.0043572034,2600,1.0186108082532883,-0.003907817899016663,0.0024594038208306302,0.000220128,0.08751208335161209,-0.006958272773772478,0.0595703125,0.146752,0.9954142570495605,,,
536576,314,262,1704,324.42,283.16960747999997,0.00267012,2610,1.023748055100441,-0.0003813839459326118,0.001363938330541714,0.0002198208,0.08620947599411011,-0.004970818292349577,0.039697265625,0.14654720000000002,0.993579089641571,,,
538624,315,263,1708,307.21,263.62136078000003,0.0026309597,2620,1.0318569093942642,-0.0006261840142542496,0.0018181557032221462,0.00021951359999999994,0.08647758513689041,8.73511889949441e-05,0.027587890625,0.14634239999999998,0.9781697392463684,,,
540000,,,,,,0.0037688743,2630,1.0268017590045928,-0.0018565524194855243,0.002143722874825471,0.00021920639999999998,0.08678176254034042,-0.0028807581402361393,0.059912109375,0.1461376,0.9917827844619751,403.4780186,435.6,
540672,313,264,1723,307.21,263.62136078000003,,,,,,,,,,,,,,1.4312588095560703
542720,314,265,1727,318.02,273.85568948,0.001159868,2640,1.0332880169153214,-0.0017239593784324826,7.492100291983661e-06,0.00021889919999999998,0.08513154089450836,-0.000683186633978039,0.070556640625,0.1459328,-2.092289447784424,,,
544768,314,266,1731,273.04,225.09387478000008,0.0022496455,2650,1.0465248554944993,0.0005928975559072569,0.0008497775221258053,0.00021859199999999998,0.0850197970867157,-0.0071155475452542305,0.077197265625,0.145728,0.9974915981292725,,,
546816,315,267,1735,282.22,234.89072485000005,0.006281662,2660,1.0465848326683045,-6.712885078741238e-05,0.0005634745381030371,0.0002182848,0.08487027138471603,-0.0012829038314521313,0.1107421875,0.14552320000000002,0.9992588758468628,,,
548864,315,268,1739,293.64,244.94493000999998,0.0026453687,2670,1.052367526292801,-0.0007491949188988655,1.9002916064891907e-05,0.0002179776,0.08406084775924683,0.016106218099594116,0.04609375,0.14531840000000001,-0.3588435649871826,,,
550912,316,269,1742,275.16,225.97222831000002,0.0020423923,2680,1.0574790984392166,0.0001289985520998016,0.0014163543841277716,0.00021767039999999997,0.0841287299990654,-0.0076332069002091885,0.057080078125,0.1451136,0.9978092908859253,,,
552960,316,270,1746,275.01,226.06586674000002,0.0022462555,2690,1.0554885745048523,-0.000719193895929493,0.0036174325417960063,0.0002173632,0.0842975303530693,-0.008187334053218365,0.053515625,0.14490880000000003,0.9956181645393372,,,
555008,317,271,1749,255.02,205.84217396,0.0036708182,2700,1.056123000383377,0.0006373433818225749,0.00015974357706909358,0.00021705599999999998,0.08395705372095108,0.005542496684938669,0.06044921875,0.144704,0.9994876980781555,,,
557056,317,272,1753,273.74,225.48421507999998,0.002172491,2710,1.0586429119110108,-0.0008072428026935086,0.0011749878375667323,0.0002167488,0.08398517966270447,-0.007608816493302584,0.0412109375,0.14449920000000002,0.9977214336395264,,,
559104,318,273,1757,272.35,225.40934230000002,0.0023283549,2720,1.0613655298948288,-0.001864361333718989,7.665147386433091e-05,0.00021644159999999998,0.08333666622638702,0.005491793621331453,0.0224609375,0.14429440000000002,0.9997097253799438,,,
560000,,,,,,0.002715156,2730,1.062316882610321,-0.0021008564770454543,0.007726875789376209,0.00021613439999999996,0.08407407253980637,-0.00564339617267251,0.08310546875,0.1440896,0.988343358039856,401.27052779999997,418.2,
561152,316,274,1772,236.21,186.51716924000002,,,,,,,,,,,,,,1.4312588095560703
563200,316,275,1777,225.43,176.4843522,0.004032445,2740,1.0580498307943345,-0.002169118489837274,0.0016728559996408876,0.0002158272,0.08388422429561615,-0.004216533154249191,0.112109375,0.14388480000000003,0.9970710873603821,,,
565248,317,276,1781,235.03,186.16894078999997,0.0027465397,2750,1.06347114443779,-0.002654527360573411,0.001821556789582246,0.00021551999999999997,0.08321678638458252,-0.015124348923563957,0.07646484375,0.14368,0.9912315607070923,,,
567296,317,277,1785,234.9,186.08138148999998,0.0030736541,2760,1.0694117605686189,-0.0015685367805417627,0.0007870221883422346,0.0002152128,0.08292346447706223,-0.011506771668791771,0.04755859375,0.14347520000000002,0.997230052947998,,,
569344,318,278,1789,253.58,205.69382910999994,0.0016307082,2770,1.071475088596344,-0.0022679803587379865,0.0019294361962238326,0.00021490559999999998,0.08280976861715317,-0.003971823025494814,0.033740234375,0.14327040000000002,0.9927858114242554,,,
571392,318,279,1794,262.64,215.5125583399999,0.0024934087,2780,1.073601394891739,-0.0010711380251450463,0.0009240744197086314,0.00021459839999999995,0.0825309306383133,-0.0035623502917587757,0.03544921875,0.14306560000000001,0.9976010918617249,,,
573440,318,280,1798,290.2,245.04658268,0.0055049127,2790,1.0901058346033097,-0.0023161188626545483,1.533316593906875e-05,0.00021429119999999999,0.08001106232404709,-0.009473573416471481,0.041552734375,0.1428608,-0.5639297962188721,,,
575488,319,281,1802,271.51,225.48462633,0.0034168921,2800,1.1098909556865693,-0.0022935338492970914,0.0010591526661301032,0.000213984,0.07948940992355347,-0.016669297590851784,0.045751953125,0.142656,0.9977102875709534,,,
577536,319,282,1806,279.97,235.16514107999998,0.005265146,2810,1.1152800917625427,0.0026013751339633018,0.001264596420514863,0.0002136768,0.07922676205635071,0.003716341918334365,0.0455078125,0.1424512,0.9950836896896362,,,
579584,320,283,1811,298.98,254.53583082000006,0.0036726296,2820,1.1166723310947417,-0.003975244099274277,0.0002667479393494432,0.00021336959999999997,0.07913908362388611,-0.01856779307126999,0.03408203125,0.1422464,0.9988749623298645,,,
580000,,,,,,0.003911542,2830,1.120094007253647,-0.004408502021396999,0.00033662666382952013,0.00021306239999999995,0.07876868546009064,-0.006579135078936815,0.061572265625,0.1420416,0.9987863898277283,301.1994958000001,325.8,
581632,318,284,1823,307.98,264.33184693,,,,,,,,,,,,,,1.4312588095560703
583680,319,285,1828,280.71,235.61984351999996,0.0046436302,2840,1.1211562901735306,-0.00257565887295641,0.0005218862938818347,0.00021275519999999998,0.0790303647518158,0.004169438499957323,0.049267578125,0.1418368,0.9976942539215088,,,
585728,319,286,1832,280.84,235.66501062999998,0.0037647046,2850,1.1198120445013047,-0.00337377701071091,0.0031611122976755723,0.00021244799999999998,0.0788344219326973,0.0041041686199605465,0.0935546875,0.141632,0.9977477192878723,,,
587776,320,287,1836,299.39,255.13952396999997,0.0049308054,2860,1.1237108737230301,-0.003801294564618729,5.080990463852686e-05,0.0002121408,0.07850620895624161,0.0003460851148702204,0.068798828125,0.1414272,0.9996088147163391,,,
589824,320,288,1841,289.82,245.09474152999996,0.019707631,2870,1.1293433904647827,-0.005445612673065625,0.00012876919281552547,0.00021183360000000002,0.07784606516361237,-0.0017406148836016655,0.046435546875,0.14122240000000003,0.9997078776359558,,,
591872,320,289,1845,279.57,235.45862916,0.0068873283,2880,1.1339064240455627,-0.0029730142443440853,0.001669146478161565,0.00021152639999999997,0.07792981714010239,0.004193364642560482,0.09619140625,0.1410176,0.9967113733291626,,,
593920,321,290,1850,261.96,216.12473138000001,0.005151579,2890,1.1337910741567612,-0.0014733842544956133,0.0031746705135446973,0.00021121919999999997,0.07784368842840195,-0.004341555293649435,0.088720703125,0.14081280000000002,0.9973128437995911,,,
595968,321,291,1854,224.15,176.63069989000005,0.005791081,2900,1.1345358192920685,-0.0030028194654732943,0.0003285165135821444,0.00021091199999999998,0.07779667526483536,0.013468204066157341,0.1083984375,0.140608,0.9997179508209229,,,
598016,321,292,1858,196.07,147.46217847000003,0.0047765933,2910,1.131346380710602,-0.0013808192510623486,0.0010243904343951726,0.00021060479999999998,0.07833247631788254,-0.0032444277312606573,0.06630859375,0.1404032,0.9982455968856812,,,
600000,,,,,,0.005183834,2920,1.1292458385229112,-0.000290298942127265,0.00224927873496199,0.0002102976,0.07806237041950226,0.0036813439801335335,0.066748046875,0.14019840000000003,0.9965013265609741,301.30719939999994,322.0,
600064,320,293,1872,196.07,147.46217847000003,,,,,,,,,,,,,,1.4312588095560703
602112,320,294,1876,206.2,157.37823569999998,0.0026826782,2930,1.1413686573505402,0.003956589105655439,0.0011052230601091395,0.00020999039999999996,0.07675651460886002,-0.0020437187049537897,0.154150390625,0.1399936,-2.9125566482543945,,,
604160,321,295,1880,197.67,147.80205854,0.0056957644,2940,1.1473896920681,-0.00281525868922472,0.0010940409538306994,0.00020968319999999996,0.07700297981500626,-0.002880685031414032,0.105419921875,0.13978880000000002,0.9992218613624573,,,
606208,321,296,1884,216.85,167.2675061,0.0035178885,2950,1.1424975156784059,-0.0015813236474059521,0.0008981019849670701,0.000209376,0.07739455252885818,-0.003251149319112301,0.066064453125,0.139584,0.9976987242698669,,,
608256,322,297,1888,188.84,138.01971042000002,0.007633888,2960,1.1376400142908096,-0.005315223438083194,0.0028340049131656995,0.00020906879999999997,0.07771316170692444,0.00034729705657809973,0.07783203125,0.1393792,0.9956845045089722,,,
610304,322,298,1891,208.39,157.66738202,0.0066493326,2970,1.134921234846115,-0.0023760323601891287,0.00021197769360696838,0.0002087616,0.07778094708919525,0.0238741934299469,0.08505859375,0.13917440000000003,0.9997498989105225,,,
612352,323,299,1895,209.05,157.567323,0.0038641018,2980,1.135544690489769,-0.0019667738262796773,0.0003011263380358287,0.00020845439999999998,0.07767024636268616,-0.006091164890676737,0.093896484375,0.13896960000000003,0.9997397065162659,,,
614400,323,300,1899,206.74,157.43589266,0.0017968885,2990,1.1396665573120117,0.0007997060427442193,0.000611488928188919,0.00020814719999999998,0.07707177847623825,1.2861579307354987e-05,0.05390625,0.13876480000000002,0.9992503523826599,,,
616448,323,301,1903,215.24,167.14277044,0.0026094387,3000,1.145712274312973,0.002366407011868432,0.011704627537983469,0.00020784,0.07688727229833603,0.004768468905240297,0.06025390625,0.13856000000000002,0.9890581369400024,,,
618496,324,302,1907,234.54,186.7793741,0.0014530553,3010,1.1489120304584504,-4.778517904924229e-05,0.0018872327760618645,0.00020753279999999997,0.07636124640703201,-0.005711918696761131,0.04501953125,0.1383552,0.987320065498352,,,
620000,,,,,,0.002926186,3020,1.1534772247076035,0.000920938199851662,8.014353411454068e-05,0.0002072256,0.07643117010593414,-0.005637569352984428,0.056396484375,0.1381504,0.9998535513877869,303.6322573,326.8,
620544,323,303,1920,245.46,196.65300446000003,,,,,,,,,,,,,,1.4312588095560703
622592,323,304,1924,254.5,206.17194102000002,0.0027545546,3030,1.1523470252752304,-0.0006962427956750617,0.001429603764154308,0.00020691839999999997,0.07640377432107925,-0.006545813288539648,0.058544921875,0.1379456,0.9926586747169495,,,
624640,323,305,1929,263.43,215.99399341,0.003405043,3040,1.1521667420864106,0.0005292851739795879,0.0010422893512441079,0.00020661119999999998,0.07651190459728241,0.0019349296344444156,0.023046875,0.1377408,0.9668858647346497,,,
626688,324,306,1933,235.9,186.40734433,0.0059161573,3050,1.1510552793741227,-0.003382584857172333,0.00854861623083707,0.000206304,0.07661071419715881,0.007987750694155693,0.07744140625,0.13753600000000002,0.9836665987968445,,,
628736,324,307,1936,224.13,176.15233364,0.0040262463,3060,1.1509265512228013,-0.0001831094763474539,0.0008779701121966355,0.00020599679999999996,0.07647920399904251,0.007978608831763268,0.076953125,0.1373312,0.9987741708755493,,,
630784,325,308,1940,215.05,166.51428653000002,0.003699571,3070,1.1542744427919387,-0.0005275162635371089,0.000891607971425401,0.0002056896,0.07602167874574661,-0.005280595272779465,0.066162109375,0.1371264,0.9991452693939209,,,
632832,325,309,1945,214.28,166.62932538,0.003470317,3080,1.1606789886951447,-0.0015392222703667358,0.004419444544328144,0.00020538239999999997,0.07558315247297287,-0.00885607860982418,0.063916015625,0.1369216,0.9915963411331177,,,
634880,325,310,1949,233.07,185.89023135000002,0.0021361557,3090,1.1629261821508408,-0.0030525061883963645,0.0022901856478711124,0.00020507519999999997,0.07573214173316956,-0.0054541584104299545,0.086083984375,0.1367168,0.99690181016922,,,
636928,326,311,1953,232.94,185.38267981,0.0016953864,3100,1.1612712800502778,0.0016327892255503685,0.0010171070578508079,0.000204768,0.07575567811727524,0.016274912282824516,0.04296875,0.13651200000000002,0.9954809546470642,,,
638976,326,312,1957,194.62,146.67052169,0.004989893,3110,1.1582703709602356,-0.0038908205868210645,0.0026052810761029834,0.00020446079999999995,0.07627549022436142,-0.00916570145636797,0.08984375,0.1363072,0.9974042177200317,,,
640000,,,,,,0.005341281,3120,1.1530643373727798,-0.002432712898007594,0.00042741223278426333,0.00020415359999999998,0.07648562639951706,0.004083048086613417,0.11484375,0.1361024,0.9996101260185242,496.007174,515.0,
641024,324,313,1975,194.04,146.4237664,,,,,,,,,,,,,,1.4312588095560703
643072,324,314,1979,194.77,146.66708026,0.0022899678,3130,1.1559172689914703,0.0003246691674576141,0.0003457154233274196,0.00020384639999999996,0.07576645910739899,-0.0023442318197339773,0.060693359375,0.1358976,0.9941830635070801,,,
645120,325,315,1983,194.69,147.03011032,0.006374495,3140,1.1631015598773957,-0.0028814893099479376,0.00023278775488506654,0.00020353919999999996,0.07545918226242065,-0.006519760936498642,0.136767578125,0.1356928,0.9991669058799744,,,
647168,325,316,1987,212.18,166.35827131999997,0.0061960234,3150,1.169740727543831,-0.0005746076116338372,0.00034324950192967665,0.000203232,0.07478364557027817,0.0013448146637529135,0.116455078125,0.135488,0.9994180798530579,,,
649216,326,317,1991,231.65,186.13223671,0.003071968,3160,1.176225510239601,-0.0030571796218282544,0.00010450198260514298,0.0002029248,0.07451919466257095,-0.011133418418467045,0.070751953125,0.1352832,0.999853253364563,,,
651264,326,318,1994,241.35,196.05487141,0.0017178155,3170,1.1760991662740707,-0.001777608587872237,0.0007054700405205949,0.00020261759999999998,0.07478754967451096,-0.0032409538980573416,0.044189453125,0.1350784,0.9981018304824829,,,
653312,326,319,1998,251.91,206.12267623,0.004016034,3180,1.1735704839229584,-0.0017187587232911027,1.7275301456720626e-05,0.0002023104,0.07488314807415009,0.0039509315975010395,0.0982421875,0.13487360000000004,0.999798595905304,,,
655360,327,320,2001,234.87,186.67428041,0.004030548,3190,1.1753709852695464,-0.0009245626395568251,0.0003118967981208698,0.00020200319999999998,0.0743928775191307,-6.72802489134483e-05,0.1236328125,0.13466879999999998,0.9996641874313354,,,
657408,327,321,2005,253.24,205.93099408999998,0.0044720196,3200,1.178810179233551,0.00025879330351017413,0.0009476530462052324,0.000201696,0.0745793804526329,-0.00015848770271986723,0.079833984375,0.13446400000000003,0.9988704919815063,,,
659456,328,322,2009,228.89,177.60011038000002,0.007406904,3210,1.174839401245117,-0.0014250310137867927,0.0001216251316236594,0.0002013888,0.07488739490509033,-0.0055328793823719025,0.128955078125,0.13425920000000002,0.9998844265937805,,,
660000,,,,,,0.0053876084,3220,1.1770417600870133,-0.00032763816125225276,0.0028833765929448417,0.00020108159999999997,0.07421325892210007,-0.0022210492752492428,0.11064453125,0.13405440000000002,0.9927393794059753,403.61886480000004,430.1,
661504,326,323,2025,228.89,177.51533310000002,,,,,,,,,,,,,,1.4312588095560703
663552,326,324,2029,248.54,196.55603605999997,0.0011472844,3230,1.1824011266231538,-0.0015951615350786597,7.810979791429417e-05,0.0002007744,0.07414421439170837,-0.0033496618270874023,0.086279296875,0.1338496,0.9996848702430725,,,
665600,327,325,2033,229.68,176.96834692999997,0.0047253734,3240,1.1828280359506607,-0.0013093253553961403,0.0004119738972804043,0.00020046719999999998,0.07409210503101349,-0.005407718010246754,0.119482421875,0.1336448,0.9995593428611755,,,
667648,327,326,2037,247.82,196.46533684,0.0021313294,3250,1.184002447128296,0.0035168158239684997,0.005391272808628856,0.00020015999999999998,0.07403238117694855,0.0037672887556254864,0.083203125,0.13344,0.9803611636161804,,,
669696,328,327,2041,240.41,186.78120668000003,0.0061208196,3260,1.1852389514446258,-0.0027356550184777007,7.716540987985354e-05,0.00019985279999999998,0.07389466464519501,-1.5719939256086946e-05,0.080126953125,0.1332352,0.9988385438919067,,,
671744,328,328,2045,249.56,196.61993778,0.0060040895,3270,1.1863750606775283,-0.0036779630871023984,0.0014297507514129393,0.00019954559999999996,0.07381711155176163,-0.005255958065390587,0.083642578125,0.1330304,0.9974275231361389,,,
673792,328,329,2050,249.14,196.37379083,0.0010507697,3280,1.1892565369606019,-0.00011782807414419949,0.00030029731464082944,0.0001992384,0.0734739676117897,0.004396675154566765,0.033642578125,0.13282560000000002,0.29762232303619385,,,
675840,329,330,2054,220.67,166.91524334000005,0.0023433845,3290,1.189318946003914,-0.00035879663919331507,0.001949842241447186,0.0001989312,0.0739237517118454,-0.0032819153275340796,0.055712890625,0.1326208,0.9968482851982117,,,
677888,329,331,2057,219.11,166.74533042,0.0055102995,3300,1.1830973356962204,-0.0030736507673282177,0.001074815134415985,0.000198624,0.07430484890937805,-0.01595325395464897,0.119482421875,0.132416,0.9987913966178894,,,
679936,329,332,2060,220.27,167.24440952,0.0029672731,3310,1.1802004367113113,-0.002846471421071328,0.0020223331826855428,0.00019831679999999998,0.0743393823504448,-0.00473680580034852,0.0625,0.1322112,0.9955239295959473,,,
680000,,,,,,0.0036296132,3320,1.1822324454784394,-0.002036750645493157,0.004523642713320441,0.00019800959999999995,0.07399428635835648,-0.001155720790848136,0.08994140625,0.1320064,0.9939166903495789,499.4908068,515.4,
681984,328,333,2078,217.18,166.97151852,,,,,,,,,,,,,,1.4312588095560703
684032,328,334,2083,235.99,186.25621804000002,0.0025152178,3330,1.184470683336258,-0.002101251736166887,0.0005576634112003376,0.00019770239999999999,0.0740952268242836,-0.008188314735889435,0.074072265625,0.13180160000000002,0.9991058707237244,,,
686080,328,335,2087,218.78,167.62347899,0.0025736194,3340,1.1831055343151093,-0.003042626878595911,4.1859995667437035e-05,0.0001973952,0.07414448261260986,-0.003091308753937483,0.08310546875,0.1315968,0.9998886585235596,,,
688128,328,336,2091,218.78,167.62347899,0.0042573735,3350,1.1837517142295837,4.8480258556082845e-05,0.000628448504357948,0.000197088,0.07400310784578323,-0.008121664635837078,0.125,0.131392,0.9994433522224426,,,
690176,329,337,2095,229.07,177.86695960999998,0.008253031,3360,1.1885974645614623,-0.0031280031165806577,1.53916081934824e-05,0.00019678080000000003,0.07334306836128235,-0.00442699808627367,0.156201171875,0.1311872,-2.110650062561035,,,
692224,329,338,2100,182.31,129.06697825999998,0.0016257565,3370,1.1965542912483216,-0.00020619556453311817,0.0005997492551614414,0.00019647359999999995,0.07293405383825302,-0.00531364418566227,0.06865234375,0.1309824,0.999351978302002,,,
694272,329,339,2104,191.79,139.07444986000002,0.004531455,3380,1.1988492280244827,-0.0025195205402269495,0.0014403113189473515,0.00019616639999999998,0.07299450784921646,-0.008349006995558739,0.106982421875,0.1307776,0.99835604429245,,,
696320,330,340,2108,208.62,157.93073855,0.0021752145,3390,1.1957252502441407,-0.0019951826267060823,0.00021913535856583622,0.00019585919999999998,0.07338184863328934,-0.008241355419158936,0.047265625,0.1305728,0.9989424347877502,,,
698368,330,341,2112,207.77,157.62599639,0.005267515,3400,1.1952992290258408,0.002212876459816471,0.001632279294426553,0.000195552,0.07306885719299316,-0.0035938164219260216,0.07919921875,0.13036799999999998,0.997348964214325,,,
700000,,,,,,0.0019479975,3410,1.19693683385849,0.00021891327342018485,0.0006310372296866263,0.00019524480000000002,0.07321680337190628,0.0009496341226622462,0.05380859375,0.13016320000000003,0.9992097020149231,596.5774673000001,612.3,
700416,328,342,2133,206.54,156.95755297000002,,,,,,,,,,,,,,1.4312588095560703
702464,328,343,2137,214.98,166.5866036,0.0036355646,3420,1.1961423993110656,-0.002401932774228044,0.0006069521614335827,0.00019493759999999994,0.0730723962187767,-0.004299539607018232,0.078076171875,0.12995839999999997,0.9994500875473022,,,
704512,329,344,2141,233.02,185.97789540999997,0.0021537787,3430,1.1973193824291228,0.00015608445828547702,0.00012432290775450384,0.00019463039999999997,0.07307751476764679,0.0035043954849243164,0.137646484375,0.12975360000000002,0.99797523021698,,,
706560,329,345,2145,222.99,176.38374513000002,0.0029763286,3440,1.198390644788742,-0.0018886228615883737,0.0017520725823487737,0.00019432319999999998,0.07298839837312698,-0.006785523146390915,0.087890625,0.12954880000000002,0.9955564737319946,,,
708608,329,346,2149,231.99,186.09143126999996,0.0028488599,3450,1.203344851732254,-0.002705693247844465,0.0016031071594625247,0.00019401599999999998,0.07221043109893799,-0.007181431632488966,0.048388671875,0.12934400000000001,0.9952979683876038,,,
710656,329,347,2153,239.53,195.34888028,0.0063794423,3460,1.212426245212555,-0.00010748179047368467,9.818283342610812e-05,0.0001937088,0.07176749408245087,0.001364310854114592,0.1337890625,0.1291392,0.9805343747138977,,,
712704,330,348,2157,214.35,165.66272171999998,0.006605723,3470,1.2136494517326355,-0.0059879531589103864,0.016940607473952696,0.0001934016,0.07211759686470032,0.005389095284044743,0.11328125,0.1289344,0.9795446991920471,,,
714752,330,349,2161,221.66,175.07761684000002,0.0041042836,3480,1.211091023683548,-0.0004966212523868308,0.0017632645918638445,0.00019309439999999997,0.07196582853794098,-0.004888575524091721,0.104345703125,0.1287296,0.9982572793960571,,,
716800,331,350,2165,201.75,155.37246340000002,0.0054703406,3490,1.215031710267067,-0.0018806564447004348,0.0010886576645134482,0.00019278719999999997,0.07164855301380157,0.012208860367536545,0.11005859375,0.1285248,0.9991486668586731,,,
718848,331,351,2169,193.67,146.18698540000003,0.0036839982,3500,1.2182284235954284,-0.0015781882291776128,0.00238418143344461,0.00019247999999999997,0.07147936522960663,-0.004965187516063452,0.07109375,0.12832,0.9966498017311096,,,
720000,,,,,,0.0038385624,3510,1.2193143337965011,-0.004533529009495396,0.0008664822831633501,0.0001921728,0.07157165557146072,0.0021373352501541376,0.08994140625,0.1281152,0.9992426037788391,101.2419697,127.0,
720896,331,352,2176,182.58,135.57377354,,,,,,,,,,,,,,1.6459476309894807
722944,331,353,2179,174.06,125.72713276,0.0024656947,3520,1.2140141010284424,-0.0032858437101822347,0.00017179694059450413,0.00019186559999999998,0.07222062349319458,-0.0013388220686465502,0.057763671875,0.1279104,0.9992111325263977,,,
724992,332,354,2183,136.74,86.88859799,0.00462959,3530,1.20945346057415,-0.00024155403662007302,0.00036680932989838764,0.00019155839999999999,0.0720464438199997,0.0016301954165101051,0.077001953125,0.1277056,0.9993160367012024,,,
727040,332,355,2186,135.87,86.87092096,0.0031942925,3540,1.210944813489914,-0.0034128341532777993,0.004376883758231998,0.0001912512,0.07213664799928665,-0.00010670104529708624,0.117529296875,0.12750080000000003,0.9920340776443481,,,
729088,332,356,2190,146.1,96.74783146,0.006750164,3550,1.2046065837144853,0.0017939708515768871,0.0068758224711928054,0.00019094399999999997,0.07288369536399841,-0.015016314573585987,0.075634765625,0.127296,0.9789916276931763,,,
731136,333,357,2194,164.94,116.48984064,0.009797176,3560,1.1993327915668488,-0.002832660247804597,0.00017355753807350992,0.0001906368,0.07291805744171143,0.004598069004714489,0.0755859375,0.12709120000000002,0.9997080564498901,,,
733184,333,358,2198,175.4,126.58729404000002,0.0046162787,3570,1.1989940702915192,-0.004116643648012541,0.0020136075669142882,0.00019032959999999997,0.07303515821695328,-0.007102807052433491,0.08642578125,0.1268864,0.9977450370788574,,,
735232,333,359,2202,186.65,136.65185076,0.0023720865,3580,1.199613666534424,-0.0010577197012025864,0.00016635483398204088,0.00019002239999999998,0.0727221891283989,-0.0007385958451777697,0.05634765625,0.1266816,0.9996414184570312,,,
737280,334,360,2206,181.78,128.01055793,0.004302341,3590,1.2010871589183807,-0.0022454953767010013,0.0013691293697775109,0.00018971519999999998,0.0729568600654602,0.0016447844682261348,0.110302734375,0.1264768,0.9985719919204712,,,
739328,334,361,2210,182.8,128.90082768000002,0.0060783667,3600,1.1994863122701644,0.002247377793537453,0.0010482518489880021,0.00018940799999999996,0.07284186780452728,0.0022221736144274473,0.13603515625,0.126272,0.9991056323051453,,,
740000,,,,,,0.0024545547,3610,1.2041232019662857,0.00038383658102247864,0.0009348971290819464,0.0001891008,0.07233061641454697,0.004294450860470533,0.05302734375,0.1260672,0.9976399540901184,501.4090429,525.4,
741376,332,362,2230,183.14,129.20372764000004,,,,,,,,,,,,,,1.6459476309894807
743424,332,363,2234,184.39,129.52279424,0.0027162856,3620,1.2091729909181594,-0.0025564169482095167,0.0009088347207580228,0.00018879359999999997,0.07212378829717636,-0.0006257380591705441,0.0662109375,0.12586239999999999,0.9991176128387451,,,
745472,333,364,2238,185.66,129.65667458000001,0.0051394776,3630,1.210461601614952,-0.001618689825409092,0.000879849519697018,0.00018848639999999997,0.07207400351762772,0.0013565042754635215,0.171630859375,0.12565759999999998,0.9992657899856567,,,
747520,333,365,2241,194.04,139.54075172,0.004534212,3640,1.2133692800998688,-0.0005814669042592868,0.0004808999909982958,0.0001881792,0.07167121022939682,-0.0006032034289091825,0.05986328125,0.12545280000000003,0.9983987212181091,,,
